trip,price,tripTime,tripTimeUnc,walkTimeStart,walkTimeEnd,taxiWaitTime,busWaitTime,tripTimeRange,numLegs,respID,qID,altID,obsID
Uber/Lyft,25,40,0.1,0,0,0,10,36 - 44 minutes,1,2439,6,2,14634
Uber/Lyft|Bus|Uber/Lyft,10,30,0.1,0,0,0,5,27 - 33 minutes,3,2439,6,3,14634
Car,30,30,0.1,0,0,0,10,27 - 33 minutes,1,2440,1,1,14635
Car|Bus|Bus,20,60,0.2,0,10,0,0,48 - 72 minutes,3,2440,1,2,14635
Car|Bus,10,60,0.1,0,10,0,10,54 - 66 minutes,2,2440,1,3,14635
Bus,20,60,0.05,10,10,0,5,57 - 63 minutes,1,2440,2,1,14636
Car,20,50,0.05,0,0,0,5,48 - 52 minutes,1,2440,2,2,14636
Uber/Lyft|Bus,15,40,0.2,5,10,5,10,32 - 48 minutes,2,2440,2,3,14636
Car|Bus,10,40,0.05,5,0,0,10,38 - 42 minutes,2,2440,3,1,14637
Car,25,40,0.2,0,0,0,5,32 - 48 minutes,1,2440,3,2,14637
Taxi,15,50,0.1,0,0,10,5,45 - 55 minutes,1,2440,3,3,14637
Bus,20,40,0.2,10,5,0,10,32 - 48 minutes,1,2440,4,1,14638
Car|Bus|Uber/Lyft,20,30,0.1,0,5,0,10,27 - 33 minutes,3,2440,4,2,14638
Car,20,60,0.05,0,0,0,0,57 - 63 minutes,1,2440,4,3,14638
Bus|Bus|Uber/Lyft,30,50,0.2,10,0,10,5,40 - 60 minutes,3,2440,5,1,14639
Car|Bus,20,30,0.05,0,0,0,10,28 - 32 minutes,2,2440,5,2,14639
Uber/Lyft,15,50,0.1,0,0,0,5,45 - 55 minutes,1,2440,5,3,14639
Taxi|Bus|Taxi,30,30,0.05,5,0,5,10,28 - 32 minutes,3,2440,6,1,14640
Car|Bus|Bus,10,50,0.05,5,5,0,10,48 - 52 minutes,3,2440,6,2,14640
Uber/Lyft|Bus,30,70,0.05,0,0,10,0,66 - 74 minutes,2,2440,6,3,14640
Car|Bus|Taxi,15,30,0.05,5,0,10,0,28 - 32 minutes,3,2441,1,1,14641
Car|Bus|Taxi,20,70,0.1,0,0,10,0,63 - 77 minutes,3,2441,1,2,14641
Uber/Lyft,15,50,0.2,0,0,10,0,40 - 60 minutes,1,2441,1,3,14641
Bus,15,60,0.1,0,5,0,5,54 - 66 minutes,1,2441,2,1,14642
Car|Bus|Taxi,10,40,0.2,0,5,5,10,32 - 48 minutes,3,2441,2,2,14642
Taxi|Bus,10,60,0.1,5,0,0,0,54 - 66 minutes,2,2441,2,3,14642
Car|Bus|Bus,30,50,0.2,10,0,0,0,40 - 60 minutes,3,2441,3,1,14643
Taxi|Bus,10,70,0.2,5,0,0,5,56 - 84 minutes,2,2441,3,2,14643
Bus|Bus|Uber/Lyft,20,70,0.05,10,0,10,10,66 - 74 minutes,3,2441,3,3,14643
Uber/Lyft,25,60,0.2,0,0,5,5,48 - 72 minutes,1,2441,4,1,14644
Uber/Lyft|Bus,20,50,0.2,0,5,0,5,40 - 60 minutes,2,2441,4,2,14644
Bus,20,40,0.1,5,0,0,0,36 - 44 minutes,1,2441,4,3,14644
Uber/Lyft|Bus,20,30,0.1,0,0,0,10,27 - 33 minutes,2,2441,5,1,14645
Car|Bus,25,60,0.1,5,0,0,5,54 - 66 minutes,2,2441,5,2,14645
Taxi|Bus|Taxi,30,30,0.05,0,10,10,5,28 - 32 minutes,3,2441,5,3,14645
Uber/Lyft,10,40,0.1,0,0,5,10,36 - 44 minutes,1,2441,6,1,14646
Bus,20,50,0.2,10,0,0,0,40 - 60 minutes,1,2441,6,2,14646
Bus,15,50,0.1,10,5,0,0,45 - 55 minutes,1,2441,6,3,14646
Bus,20,40,0.1,0,10,0,0,36 - 44 minutes,1,2442,1,1,14647
Uber/Lyft|Bus,10,70,0.1,0,10,5,10,63 - 77 minutes,2,2442,1,2,14647
Car|Bus|Uber/Lyft,20,40,0.05,0,10,5,5,38 - 42 minutes,3,2442,1,3,14647
Bus,10,70,0.2,5,5,0,5,56 - 84 minutes,1,2442,2,1,14648
Car|Bus|Uber/Lyft,20,30,0.05,0,5,10,0,28 - 32 minutes,3,2442,2,2,14648
Taxi|Bus,20,60,0.2,10,0,10,0,48 - 72 minutes,2,2442,2,3,14648
Car|Bus,10,70,0.1,0,0,0,10,63 - 77 minutes,2,2442,3,1,14649
Uber/Lyft|Bus,25,70,0.2,10,10,10,0,56 - 84 minutes,2,2442,3,2,14649
Car|Bus|Uber/Lyft,10,40,0.2,10,5,0,10,32 - 48 minutes,3,2442,3,3,14649
Taxi,20,50,0.1,0,0,10,0,45 - 55 minutes,1,2442,4,1,14650
Uber/Lyft|Bus|Uber/Lyft,10,40,0.2,5,0,0,5,32 - 48 minutes,3,2442,4,2,14650
Car|Bus|Taxi,15,30,0.05,5,0,5,5,28 - 32 minutes,3,2442,4,3,14650
Car|Bus,25,70,0.1,0,5,0,0,63 - 77 minutes,2,2442,5,1,14651
Car|Bus|Taxi,15,60,0.2,5,10,5,10,48 - 72 minutes,3,2442,5,2,14651
Bus,10,40,0.2,10,10,0,0,32 - 48 minutes,1,2442,5,3,14651
Bus|Bus|Uber/Lyft,30,70,0.2,0,10,0,0,56 - 84 minutes,3,2442,6,1,14652
Bus|Bus|Taxi,25,60,0.2,0,10,5,5,48 - 72 minutes,3,2442,6,2,14652
Bus|Bus|Uber/Lyft,20,50,0.1,5,10,5,10,45 - 55 minutes,3,2442,6,3,14652
Car|Bus,15,50,0.05,5,5,0,0,48 - 52 minutes,2,2443,1,1,14653
Uber/Lyft|Bus|Bus,25,70,0.1,5,0,10,10,63 - 77 minutes,3,2443,1,2,14653
Taxi|Bus,15,60,0.1,0,10,0,5,54 - 66 minutes,2,2443,1,3,14653
Car|Bus,20,40,0.05,5,0,0,5,38 - 42 minutes,2,2443,2,1,14654
Car|Bus|Taxi,15,60,0.05,5,0,10,10,57 - 63 minutes,3,2443,2,2,14654
Uber/Lyft|Bus|Bus,15,50,0.1,10,5,0,10,45 - 55 minutes,3,2443,2,3,14654
Uber/Lyft|Bus,20,50,0.05,10,0,10,5,48 - 52 minutes,2,2443,3,1,14655
Uber/Lyft|Bus|Uber/Lyft,30,60,0.1,0,0,5,5,54 - 66 minutes,3,2443,3,2,14655
Car|Bus|Bus,25,40,0.2,0,5,0,5,32 - 48 minutes,3,2443,3,3,14655
Car,20,60,0.1,0,0,0,0,54 - 66 minutes,1,2443,4,1,14656
Car,10,70,0.2,0,0,0,0,56 - 84 minutes,1,2443,4,2,14656
Car,30,70,0.05,0,0,0,0,66 - 74 minutes,1,2443,4,3,14656
Taxi,25,70,0.2,0,0,10,0,56 - 84 minutes,1,2443,5,1,14657
Car|Bus|Uber/Lyft,15,40,0.2,5,10,10,5,32 - 48 minutes,3,2443,5,2,14657
Taxi|Bus,30,50,0.2,10,0,5,5,40 - 60 minutes,2,2443,5,3,14657
Uber/Lyft|Bus|Bus,20,30,0.1,5,0,10,5,27 - 33 minutes,3,2443,6,1,14658
Uber/Lyft|Bus,15,40,0.2,10,5,0,5,32 - 48 minutes,2,2443,6,2,14658
Uber/Lyft|Bus|Uber/Lyft,20,50,0.05,10,10,0,5,48 - 52 minutes,3,2443,6,3,14658
Taxi,15,70,0.2,0,0,0,5,56 - 84 minutes,1,2444,1,1,14659
Car|Bus|Uber/Lyft,25,40,0.05,10,5,10,5,38 - 42 minutes,3,2444,1,2,14659
Bus|Bus|Taxi,30,50,0.05,0,10,5,5,48 - 52 minutes,3,2444,1,3,14659
Car|Bus,25,60,0.1,10,10,0,5,54 - 66 minutes,2,2444,2,1,14660
Taxi,25,30,0.2,0,0,0,10,24 - 36 minutes,1,2444,2,2,14660
Car|Bus|Bus,25,70,0.2,0,5,0,5,56 - 84 minutes,3,2444,2,3,14660
Car|Bus|Taxi,25,30,0.2,10,5,5,10,24 - 36 minutes,3,2444,3,1,14661
Car|Bus,25,30,0.05,5,5,0,5,28 - 32 minutes,2,2444,3,2,14661
Taxi|Bus,15,30,0.05,10,5,5,5,28 - 32 minutes,2,2444,3,3,14661
Taxi|Bus,15,40,0.1,0,0,5,5,36 - 44 minutes,2,2444,4,1,14662
Bus,30,60,0.1,10,5,0,0,54 - 66 minutes,1,2444,4,2,14662
Uber/Lyft|Bus,30,30,0.05,5,10,5,10,28 - 32 minutes,2,2444,4,3,14662
Car|Bus|Taxi,10,50,0.05,10,0,0,0,48 - 52 minutes,3,2444,5,1,14663
Uber/Lyft,10,30,0.05,0,0,10,5,28 - 32 minutes,1,2444,5,2,14663
Car|Bus,15,30,0.05,10,0,0,5,28 - 32 minutes,2,2444,5,3,14663
Uber/Lyft,30,40,0.2,0,0,5,5,32 - 48 minutes,1,2444,6,1,14664
Uber/Lyft|Bus,20,40,0.2,10,10,10,10,32 - 48 minutes,2,2444,6,2,14664
Car,15,70,0.1,0,0,0,5,63 - 77 minutes,1,2444,6,3,14664
Bus,20,60,0.05,5,10,0,0,57 - 63 minutes,1,2445,1,1,14665
Car|Bus,15,30,0.05,10,0,0,5,28 - 32 minutes,2,2445,1,2,14665
Uber/Lyft|Bus,30,50,0.1,10,10,10,0,45 - 55 minutes,2,2445,1,3,14665
Taxi|Bus|Taxi,30,60,0.1,10,10,5,10,54 - 66 minutes,3,2445,2,1,14666
Taxi|Bus|Taxi,25,50,0.2,0,5,0,0,40 - 60 minutes,3,2445,2,2,14666
Car|Bus|Taxi,30,40,0.2,10,0,10,10,32 - 48 minutes,3,2445,2,3,14666
Uber/Lyft|Bus|Bus,20,40,0.1,10,5,0,0,36 - 44 minutes,3,2445,3,1,14667
Bus,30,30,0.1,10,5,0,5,27 - 33 minutes,1,2445,3,2,14667
Taxi,25,70,0.1,0,0,10,10,63 - 77 minutes,1,2445,3,3,14667
Uber/Lyft|Bus,20,50,0.05,10,0,5,0,48 - 52 minutes,2,2445,4,1,14668
Car|Bus,25,30,0.05,0,10,0,10,28 - 32 minutes,2,2445,4,2,14668
Car|Bus,30,50,0.2,10,10,0,10,40 - 60 minutes,2,2445,4,3,14668
Car|Bus,10,30,0.1,5,0,0,0,27 - 33 minutes,2,2445,5,1,14669
Taxi,15,60,0.2,0,0,0,10,48 - 72 minutes,1,2445,5,2,14669
Uber/Lyft|Bus,30,50,0.05,10,5,5,5,48 - 52 minutes,2,2445,5,3,14669
Car,30,50,0.1,0,0,0,0,45 - 55 minutes,1,2445,6,1,14670
Bus,25,50,0.05,10,5,0,10,48 - 52 minutes,1,2445,6,2,14670
Car|Bus|Uber/Lyft,30,40,0.05,0,5,5,5,38 - 42 minutes,3,2445,6,3,14670
Car|Bus|Bus,15,30,0.2,0,0,0,0,24 - 36 minutes,3,2446,1,1,14671
Car|Bus|Uber/Lyft,30,70,0.05,0,5,5,0,66 - 74 minutes,3,2446,1,2,14671
Bus|Bus|Uber/Lyft,25,50,0.1,5,0,10,0,45 - 55 minutes,3,2446,1,3,14671
Car|Bus|Uber/Lyft,20,30,0.05,0,0,10,0,28 - 32 minutes,3,2446,2,1,14672
Bus,25,50,0.2,5,10,0,10,40 - 60 minutes,1,2446,2,2,14672
Taxi|Bus,30,70,0.05,5,0,5,0,66 - 74 minutes,2,2446,2,3,14672
Car|Bus|Taxi,20,30,0.05,0,10,0,10,28 - 32 minutes,3,2446,3,1,14673
Taxi,20,30,0.1,0,0,5,0,27 - 33 minutes,1,2446,3,2,14673
Uber/Lyft|Bus,20,70,0.05,5,5,0,5,66 - 74 minutes,2,2446,3,3,14673
Car,30,50,0.05,0,0,0,10,48 - 52 minutes,1,2446,4,1,14674
Car|Bus,20,50,0.2,5,10,0,5,40 - 60 minutes,2,2446,4,2,14674
Taxi|Bus,25,40,0.05,10,0,10,0,38 - 42 minutes,2,2446,4,3,14674
Car|Bus,10,70,0.1,0,10,0,0,63 - 77 minutes,2,2446,5,1,14675
Taxi|Bus,15,60,0.05,10,5,10,5,57 - 63 minutes,2,2446,5,2,14675
Bus|Bus|Uber/Lyft,30,30,0.1,10,0,0,10,27 - 33 minutes,3,2446,5,3,14675
Car|Bus,15,50,0.2,5,0,0,0,40 - 60 minutes,2,2446,6,1,14676
Uber/Lyft|Bus,30,30,0.1,0,10,10,0,27 - 33 minutes,2,2446,6,2,14676
Bus,15,70,0.2,0,10,0,0,56 - 84 minutes,1,2446,6,3,14676
Bus|Bus|Uber/Lyft,20,50,0.1,5,10,0,0,45 - 55 minutes,3,2447,1,1,14677
Car|Bus|Uber/Lyft,10,30,0.2,10,0,10,5,24 - 36 minutes,3,2447,1,2,14677
Car|Bus|Taxi,30,60,0.2,10,0,5,10,48 - 72 minutes,3,2447,1,3,14677
Car,20,30,0.05,0,0,0,5,28 - 32 minutes,1,2447,2,1,14678
Car|Bus|Uber/Lyft,20,60,0.2,5,5,5,5,48 - 72 minutes,3,2447,2,2,14678
Bus,10,50,0.05,5,5,0,5,48 - 52 minutes,1,2447,2,3,14678
Car,20,30,0.05,0,0,0,10,28 - 32 minutes,1,2447,3,1,14679
Bus,30,40,0.1,0,10,0,5,36 - 44 minutes,1,2447,3,2,14679
Taxi,20,60,0.1,0,0,5,0,54 - 66 minutes,1,2447,3,3,14679
Taxi|Bus,15,60,0.2,5,0,5,0,48 - 72 minutes,2,2447,4,1,14680
Taxi,20,70,0.2,0,0,10,0,56 - 84 minutes,1,2447,4,2,14680
Uber/Lyft|Bus,25,70,0.2,0,5,10,10,56 - 84 minutes,2,2447,4,3,14680
Bus,25,50,0.2,10,0,0,5,40 - 60 minutes,1,2447,5,1,14681
Uber/Lyft|Bus,10,40,0.05,0,0,10,0,38 - 42 minutes,2,2447,5,2,14681
Taxi,10,70,0.2,0,0,10,10,56 - 84 minutes,1,2447,5,3,14681
Bus,10,70,0.1,10,10,0,0,63 - 77 minutes,1,2447,6,1,14682
Bus|Bus|Taxi,10,60,0.2,10,10,10,5,48 - 72 minutes,3,2447,6,2,14682
Uber/Lyft|Bus|Uber/Lyft,10,30,0.05,5,10,10,0,28 - 32 minutes,3,2447,6,3,14682
Car|Bus|Uber/Lyft,25,60,0.05,10,0,5,0,57 - 63 minutes,3,2448,1,1,14683
Taxi,15,70,0.2,0,0,0,5,56 - 84 minutes,1,2448,1,2,14683
Car|Bus|Taxi,10,70,0.2,0,0,0,0,56 - 84 minutes,3,2448,1,3,14683
Bus,10,70,0.2,5,0,0,0,56 - 84 minutes,1,2448,2,1,14684
Car,25,30,0.2,0,0,0,0,24 - 36 minutes,1,2448,2,2,14684
Car|Bus|Uber/Lyft,10,50,0.05,10,5,5,0,48 - 52 minutes,3,2448,2,3,14684
Uber/Lyft,15,60,0.05,0,0,10,10,57 - 63 minutes,1,2448,3,1,14685
Uber/Lyft,30,40,0.2,0,0,0,0,32 - 48 minutes,1,2448,3,2,14685
Uber/Lyft|Bus|Uber/Lyft,15,60,0.1,0,0,5,0,54 - 66 minutes,3,2448,3,3,14685
Car|Bus,20,70,0.05,0,10,0,0,66 - 74 minutes,2,2448,4,1,14686
Bus|Bus|Uber/Lyft,10,30,0.05,10,5,0,10,28 - 32 minutes,3,2448,4,2,14686
Car|Bus|Uber/Lyft,10,50,0.1,5,10,0,10,45 - 55 minutes,3,2448,4,3,14686
Car,10,50,0.2,0,0,0,5,40 - 60 minutes,1,2448,5,1,14687
Car|Bus|Bus,20,50,0.05,5,0,0,0,48 - 52 minutes,3,2448,5,2,14687
Uber/Lyft|Bus|Bus,20,40,0.05,10,5,10,10,38 - 42 minutes,3,2448,5,3,14687
Taxi|Bus|Taxi,30,40,0.05,10,0,0,0,38 - 42 minutes,3,2448,6,1,14688
Car|Bus|Taxi,30,30,0.05,10,5,10,0,28 - 32 minutes,3,2448,6,2,14688
Car|Bus,10,40,0.05,5,0,0,5,38 - 42 minutes,2,2448,6,3,14688
Uber/Lyft|Bus,30,60,0.05,0,5,10,0,57 - 63 minutes,2,2449,1,1,14689
Bus,15,70,0.1,5,0,0,10,63 - 77 minutes,1,2449,1,2,14689
Car,25,30,0.2,0,0,0,0,24 - 36 minutes,1,2449,1,3,14689
Car|Bus,15,60,0.2,10,10,0,5,48 - 72 minutes,2,2449,2,1,14690
Car|Bus|Uber/Lyft,25,40,0.05,10,0,10,0,38 - 42 minutes,3,2449,2,2,14690
Uber/Lyft,30,50,0.2,0,0,10,10,40 - 60 minutes,1,2449,2,3,14690
Car|Bus|Uber/Lyft,15,70,0.2,5,10,10,0,56 - 84 minutes,3,2449,3,1,14691
Uber/Lyft|Bus,25,40,0.2,0,10,0,0,32 - 48 minutes,2,2449,3,2,14691
Uber/Lyft|Bus,10,70,0.1,0,10,5,0,63 - 77 minutes,2,2449,3,3,14691
Car|Bus|Taxi,30,50,0.05,5,5,10,10,48 - 52 minutes,3,2449,4,1,14692
Uber/Lyft|Bus|Bus,25,50,0.1,10,5,0,10,45 - 55 minutes,3,2449,4,2,14692
Taxi|Bus,25,70,0.2,0,10,5,10,56 - 84 minutes,2,2449,4,3,14692
Car|Bus,20,50,0.1,5,5,0,0,45 - 55 minutes,2,2449,5,1,14693
Taxi|Bus,25,50,0.05,10,10,10,5,48 - 52 minutes,2,2449,5,2,14693
Car|Bus|Bus,25,50,0.2,5,0,0,10,40 - 60 minutes,3,2449,5,3,14693
Taxi|Bus,30,40,0.1,10,5,5,10,36 - 44 minutes,2,2449,6,1,14694
Car,15,30,0.2,0,0,0,5,24 - 36 minutes,1,2449,6,2,14694
Uber/Lyft|Bus|Bus,20,40,0.1,5,0,5,5,36 - 44 minutes,3,2449,6,3,14694
Uber/Lyft|Bus|Uber/Lyft,20,50,0.2,0,10,0,0,40 - 60 minutes,3,2450,1,1,14695
Car,30,40,0.1,0,0,0,5,36 - 44 minutes,1,2450,1,2,14695
Taxi|Bus,25,70,0.2,0,5,10,5,56 - 84 minutes,2,2450,1,3,14695
Bus|Bus|Uber/Lyft,25,40,0.1,10,5,5,10,36 - 44 minutes,3,2450,2,1,14696
Car|Bus,30,30,0.2,5,5,0,0,24 - 36 minutes,2,2450,2,2,14696
Taxi,15,40,0.1,0,0,10,10,36 - 44 minutes,1,2450,2,3,14696
Bus|Bus|Taxi,25,60,0.05,5,5,0,10,57 - 63 minutes,3,2450,3,1,14697
Uber/Lyft|Bus,20,50,0.1,5,0,0,0,45 - 55 minutes,2,2450,3,2,14697
Car,30,40,0.1,0,0,0,5,36 - 44 minutes,1,2450,3,3,14697
Uber/Lyft|Bus,15,40,0.1,10,0,5,10,36 - 44 minutes,2,2450,4,1,14698
Car|Bus|Uber/Lyft,20,70,0.05,0,0,0,0,66 - 74 minutes,3,2450,4,2,14698
Taxi|Bus,20,50,0.2,0,5,0,5,40 - 60 minutes,2,2450,4,3,14698
Uber/Lyft|Bus,25,40,0.1,5,10,10,10,36 - 44 minutes,2,2450,5,1,14699
Car|Bus|Taxi,25,70,0.05,10,10,10,5,66 - 74 minutes,3,2450,5,2,14699
Taxi,30,70,0.2,0,0,5,5,56 - 84 minutes,1,2450,5,3,14699
Car,25,70,0.2,0,0,0,10,56 - 84 minutes,1,2450,6,1,14700
Taxi|Bus,30,60,0.2,0,10,5,10,48 - 72 minutes,2,2450,6,2,14700
Bus|Bus|Uber/Lyft,15,70,0.2,0,10,10,5,56 - 84 minutes,3,2450,6,3,14700
Uber/Lyft|Bus,15,70,0.05,10,0,5,10,66 - 74 minutes,2,2451,1,1,14701
Bus|Bus|Uber/Lyft,10,70,0.2,0,5,5,0,56 - 84 minutes,3,2451,1,2,14701
Car|Bus,10,60,0.05,0,10,0,10,57 - 63 minutes,2,2451,1,3,14701
Uber/Lyft|Bus|Uber/Lyft,25,40,0.2,5,5,10,10,32 - 48 minutes,3,2451,2,1,14702
Car,15,60,0.05,0,0,0,10,57 - 63 minutes,1,2451,2,2,14702
Car|Bus|Uber/Lyft,15,30,0.05,10,0,10,0,28 - 32 minutes,3,2451,2,3,14702
Car|Bus|Uber/Lyft,20,70,0.2,10,5,5,0,56 - 84 minutes,3,2451,3,1,14703
Uber/Lyft,10,30,0.2,0,0,0,10,24 - 36 minutes,1,2451,3,2,14703
Uber/Lyft|Bus,25,60,0.05,5,0,5,10,57 - 63 minutes,2,2451,3,3,14703
Car|Bus|Bus,25,70,0.05,0,5,0,5,66 - 74 minutes,3,2451,4,1,14704
Car|Bus,15,70,0.05,10,10,0,0,66 - 74 minutes,2,2451,4,2,14704
Taxi|Bus,10,60,0.05,10,5,10,10,57 - 63 minutes,2,2451,4,3,14704
Bus|Bus|Taxi,15,70,0.1,5,5,0,10,63 - 77 minutes,3,2451,5,1,14705
Bus|Bus|Uber/Lyft,15,30,0.2,0,10,5,0,24 - 36 minutes,3,2451,5,2,14705
Car,30,30,0.2,0,0,0,0,24 - 36 minutes,1,2451,5,3,14705
Car|Bus,20,30,0.05,5,5,0,5,28 - 32 minutes,2,2451,6,1,14706
Car|Bus|Taxi,25,50,0.2,5,0,0,0,40 - 60 minutes,3,2451,6,2,14706
Car|Bus|Taxi,15,70,0.1,0,5,5,5,63 - 77 minutes,3,2451,6,3,14706
Taxi|Bus,30,30,0.2,5,5,5,5,24 - 36 minutes,2,2452,1,1,14707
Car|Bus,30,40,0.2,0,10,0,5,32 - 48 minutes,2,2452,1,2,14707
Taxi|Bus,30,50,0.2,5,0,5,5,40 - 60 minutes,2,2452,1,3,14707
Taxi,30,50,0.1,0,0,0,5,45 - 55 minutes,1,2452,2,1,14708
Uber/Lyft|Bus,10,70,0.1,5,0,5,10,63 - 77 minutes,2,2452,2,2,14708
Car|Bus,20,60,0.05,10,0,0,5,57 - 63 minutes,2,2452,2,3,14708
Car|Bus|Taxi,10,70,0.2,5,10,5,10,56 - 84 minutes,3,2452,3,1,14709
Taxi,30,50,0.2,0,0,5,0,40 - 60 minutes,1,2452,3,2,14709
Taxi|Bus,10,40,0.2,5,10,5,10,32 - 48 minutes,2,2452,3,3,14709
Uber/Lyft|Bus,30,50,0.2,5,10,5,10,40 - 60 minutes,2,2452,4,1,14710
Car|Bus|Uber/Lyft,15,70,0.05,0,0,0,10,66 - 74 minutes,3,2452,4,2,14710
Bus,30,50,0.1,5,0,0,0,45 - 55 minutes,1,2452,4,3,14710
Car|Bus|Taxi,20,30,0.05,5,0,0,0,28 - 32 minutes,3,2452,5,1,14711
Taxi|Bus,30,70,0.05,5,5,5,5,66 - 74 minutes,2,2452,5,2,14711
Taxi|Bus,30,50,0.05,10,0,10,10,48 - 52 minutes,2,2452,5,3,14711
Uber/Lyft|Bus,30,50,0.2,5,10,0,0,40 - 60 minutes,2,2452,6,1,14712
Uber/Lyft,15,30,0.05,0,0,0,5,28 - 32 minutes,1,2452,6,2,14712
Bus|Bus|Uber/Lyft,10,50,0.1,0,10,0,5,45 - 55 minutes,3,2452,6,3,14712
Taxi|Bus,15,30,0.1,0,5,10,0,27 - 33 minutes,2,2453,1,1,14713
Car|Bus,25,50,0.2,5,0,0,0,40 - 60 minutes,2,2453,1,2,14713
Car,30,70,0.2,0,0,0,10,56 - 84 minutes,1,2453,1,3,14713
Car,25,30,0.2,0,0,0,5,24 - 36 minutes,1,2453,2,1,14714
Uber/Lyft|Bus,30,40,0.1,5,5,10,0,36 - 44 minutes,2,2453,2,2,14714
Car|Bus|Uber/Lyft,25,70,0.2,0,0,10,0,56 - 84 minutes,3,2453,2,3,14714
Car|Bus,10,30,0.1,10,0,0,0,27 - 33 minutes,2,2453,3,1,14715
Car,15,40,0.2,0,0,0,10,32 - 48 minutes,1,2453,3,2,14715
Taxi|Bus,10,50,0.05,5,5,5,0,48 - 52 minutes,2,2453,3,3,14715
Car|Bus,30,40,0.1,0,0,0,5,36 - 44 minutes,2,2453,4,1,14716
Car|Bus|Bus,10,30,0.1,0,5,0,0,27 - 33 minutes,3,2453,4,2,14716
Bus|Bus|Bus,10,70,0.1,0,5,0,5,63 - 77 minutes,3,2453,4,3,14716
Uber/Lyft|Bus|Bus,25,70,0.05,0,0,10,0,66 - 74 minutes,3,2453,5,1,14717
Bus,10,30,0.2,10,0,0,10,24 - 36 minutes,1,2453,5,2,14717
Bus,15,50,0.1,5,10,0,0,45 - 55 minutes,1,2453,5,3,14717
Bus,10,40,0.05,10,0,0,5,38 - 42 minutes,1,2453,6,1,14718
Uber/Lyft|Bus,20,30,0.05,5,10,10,0,28 - 32 minutes,2,2453,6,2,14718
Car|Bus|Uber/Lyft,15,50,0.2,0,10,10,0,40 - 60 minutes,3,2453,6,3,14718
Car,30,60,0.2,0,0,0,10,48 - 72 minutes,1,2454,1,1,14719
Taxi|Bus,25,40,0.1,0,0,10,10,36 - 44 minutes,2,2454,1,2,14719
Uber/Lyft|Bus|Bus,30,30,0.2,10,5,10,0,24 - 36 minutes,3,2454,1,3,14719
Car|Bus,10,40,0.2,10,10,0,0,32 - 48 minutes,2,2454,2,1,14720
Car|Bus|Taxi,30,40,0.05,10,5,5,10,38 - 42 minutes,3,2454,2,2,14720
Car|Bus,10,30,0.1,10,5,0,0,27 - 33 minutes,2,2454,2,3,14720
Bus,15,40,0.2,5,10,0,10,32 - 48 minutes,1,2454,3,1,14721
Bus|Bus|Bus,20,60,0.05,5,5,0,5,57 - 63 minutes,3,2454,3,2,14721
Car,30,40,0.05,0,0,0,5,38 - 42 minutes,1,2454,3,3,14721
Bus|Bus,20,50,0.05,5,10,0,0,48 - 52 minutes,2,2454,4,1,14722
Bus,20,60,0.1,0,10,0,5,54 - 66 minutes,1,2454,4,2,14722
Taxi,25,70,0.1,0,0,10,10,63 - 77 minutes,1,2454,4,3,14722
Uber/Lyft|Bus,15,40,0.2,10,0,10,0,32 - 48 minutes,2,2454,5,1,14723
Uber/Lyft|Bus,25,50,0.1,10,0,0,0,45 - 55 minutes,2,2454,5,2,14723
Bus|Bus|Taxi,10,40,0.1,5,10,0,5,36 - 44 minutes,3,2454,5,3,14723
Taxi|Bus|Taxi,30,60,0.1,5,0,10,0,54 - 66 minutes,3,2454,6,1,14724
Bus,10,60,0.2,5,10,0,5,48 - 72 minutes,1,2454,6,2,14724
Car|Bus,30,40,0.1,5,10,0,10,36 - 44 minutes,2,2454,6,3,14724
Uber/Lyft|Bus|Bus,30,60,0.2,5,0,5,5,48 - 72 minutes,3,2455,1,1,14725
Car|Bus|Uber/Lyft,10,50,0.1,0,0,0,5,45 - 55 minutes,3,2455,1,2,14725
Uber/Lyft,30,30,0.05,0,0,0,10,28 - 32 minutes,1,2455,1,3,14725
Taxi|Bus|Taxi,30,40,0.2,10,10,0,5,32 - 48 minutes,3,2455,2,1,14726
Taxi|Bus,30,50,0.1,0,0,5,0,45 - 55 minutes,2,2455,2,2,14726
Bus,20,40,0.05,10,10,0,0,38 - 42 minutes,1,2455,2,3,14726
Car,25,70,0.05,0,0,0,10,66 - 74 minutes,1,2455,3,1,14727
Car,30,40,0.1,0,0,0,0,36 - 44 minutes,1,2455,3,2,14727
Uber/Lyft|Bus|Bus,20,30,0.05,10,10,0,5,28 - 32 minutes,3,2455,3,3,14727
Car,15,40,0.1,0,0,0,0,36 - 44 minutes,1,2455,4,1,14728
Taxi|Bus|Bus,20,30,0.2,10,10,10,5,24 - 36 minutes,3,2455,4,2,14728
Car|Bus,20,30,0.2,5,10,0,10,24 - 36 minutes,2,2455,4,3,14728
Car|Bus|Uber/Lyft,15,30,0.1,5,10,0,10,27 - 33 minutes,3,2455,5,1,14729
Uber/Lyft,10,60,0.2,0,0,5,10,48 - 72 minutes,1,2455,5,2,14729
Bus,20,60,0.05,5,0,0,0,57 - 63 minutes,1,2455,5,3,14729
Bus,10,40,0.1,0,10,0,0,36 - 44 minutes,1,2455,6,1,14730
Uber/Lyft,15,40,0.2,0,0,0,5,32 - 48 minutes,1,2455,6,2,14730
Uber/Lyft,20,40,0.1,0,0,5,5,36 - 44 minutes,1,2455,6,3,14730
