trip,price,tripTime,tripTimeUnc,walkTimeStart,walkTimeEnd,taxiWaitTime,busWaitTime,tripTimeRange,respID,qID,altID,obsID
Taxi | Bus | Bus,25,60,0.1,0,5,10,5,54 - 66 minutes,2866,2,2,17192
Bus | Bus | Uber/Lyft,10,30,0.1,10,5,10,10,27 - 33 minutes,2866,2,3,17192
Bus | Bus | Taxi,10,30,0.1,10,5,5,10,27 - 33 minutes,2866,3,1,17193
Uber/Lyft | Bus,10,40,0.05,0,10,10,10,38 - 42 minutes,2866,3,2,17193
Taxi | Bus | Uber/Lyft,30,30,0.05,0,0,10,10,28 - 32 minutes,2866,3,3,17193
Car,10,30,0.2,10,0,10,5,24 - 36 minutes,2866,4,1,17194
Taxi | Bus | Uber/Lyft,10,40,0.05,10,10,5,5,38 - 42 minutes,2866,4,2,17194
Bus | Bus,20,70,0.1,5,10,10,5,63 - 77 minutes,2866,4,3,17194
Taxi | Bus | Taxi,10,50,0.2,0,10,5,5,40 - 60 minutes,2866,5,1,17195
Uber/Lyft | Bus,30,50,0.2,0,5,10,10,40 - 60 minutes,2866,5,2,17195
Taxi | Bus | Uber/Lyft,10,70,0.05,5,5,5,5,66 - 74 minutes,2866,5,3,17195
Car,15,30,0.05,10,10,5,10,28 - 32 minutes,2866,6,1,17196
Taxi | Bus,30,70,0.1,10,10,5,10,63 - 77 minutes,2866,6,2,17196
Bus | Bus | Taxi,25,50,0.05,5,0,10,10,48 - 52 minutes,2866,6,3,17196
Car | Bus | Uber/Lyft,20,30,0.05,5,0,5,10,28 - 32 minutes,2867,1,1,17197
Taxi | Bus | Taxi,10,50,0.05,0,0,5,10,48 - 52 minutes,2867,1,2,17197
Uber/Lyft,10,40,0.1,5,10,5,10,36 - 44 minutes,2867,1,3,17197
Bus | Bus | Bus,15,30,0.05,0,5,5,10,28 - 32 minutes,2867,2,1,17198
Car | Bus,10,70,0.2,0,0,10,10,56 - 84 minutes,2867,2,2,17198
Bus,30,50,0.05,0,10,5,5,48 - 52 minutes,2867,2,3,17198
Taxi | Bus | Bus,15,60,0.1,0,10,10,5,54 - 66 minutes,2867,3,1,17199
Bus,10,60,0.05,10,0,10,10,57 - 63 minutes,2867,3,2,17199
Taxi,20,40,0.1,10,5,10,5,36 - 44 minutes,2867,3,3,17199
Bus | Bus | Uber/Lyft,15,50,0.1,10,5,5,10,45 - 55 minutes,2867,4,1,17200
Bus | Bus | Taxi,15,60,0.05,10,0,10,5,57 - 63 minutes,2867,4,2,17200
Car,20,60,0.2,10,10,5,5,48 - 72 minutes,2867,4,3,17200
Taxi | Bus | Uber/Lyft,30,30,0.2,0,10,5,5,24 - 36 minutes,2867,5,1,17201
Uber/Lyft | Bus | Taxi,30,40,0.1,0,10,10,5,36 - 44 minutes,2867,5,2,17201
Uber/Lyft | Bus | Uber/Lyft,30,40,0.2,10,10,5,5,32 - 48 minutes,2867,5,3,17201
Car | Bus | Uber/Lyft,15,60,0.2,10,5,10,5,48 - 72 minutes,2867,6,1,17202
Bus | Bus | Bus,15,30,0.05,10,5,5,5,28 - 32 minutes,2867,6,2,17202
Uber/Lyft | Bus | Taxi,30,50,0.2,5,0,5,5,40 - 60 minutes,2867,6,3,17202
Car | Bus | Uber/Lyft,30,40,0.1,10,10,10,10,36 - 44 minutes,2868,1,1,17203
Taxi | Bus,10,50,0.1,10,5,10,5,45 - 55 minutes,2868,1,2,17203
Bus | Bus | Bus,25,40,0.1,5,5,10,10,36 - 44 minutes,2868,1,3,17203
Uber/Lyft | Bus | Taxi,10,40,0.2,5,10,10,5,32 - 48 minutes,2868,2,1,17204
Car | Bus | Uber/Lyft,15,50,0.1,0,5,5,10,45 - 55 minutes,2868,2,2,17204
Taxi | Bus,10,60,0.05,10,0,5,10,57 - 63 minutes,2868,2,3,17204
Taxi | Bus | Taxi,20,60,0.05,0,10,10,5,57 - 63 minutes,2868,3,1,17205
Bus | Bus,15,30,0.05,0,10,5,10,28 - 32 minutes,2868,3,2,17205
Bus | Bus | Uber/Lyft,10,40,0.1,5,10,10,10,36 - 44 minutes,2868,3,3,17205
Car,30,50,0.1,0,0,5,5,45 - 55 minutes,2868,4,1,17206
Uber/Lyft | Bus | Uber/Lyft,10,40,0.2,0,10,10,10,32 - 48 minutes,2868,4,2,17206
Uber/Lyft | Bus,25,50,0.05,5,10,10,10,48 - 52 minutes,2868,4,3,17206
Taxi,15,60,0.2,10,0,10,5,48 - 72 minutes,2868,5,1,17207
Taxi | Bus | Taxi,30,60,0.05,0,0,5,10,57 - 63 minutes,2868,5,2,17207
Bus,10,60,0.2,0,10,10,5,48 - 72 minutes,2868,5,3,17207
Taxi | Bus | Bus,10,30,0.05,10,0,5,10,28 - 32 minutes,2868,6,1,17208
Bus | Bus | Bus,10,70,0.2,10,0,10,5,56 - 84 minutes,2868,6,2,17208
Taxi | Bus | Taxi,30,60,0.2,0,10,5,10,48 - 72 minutes,2868,6,3,17208
Uber/Lyft | Bus | Taxi,15,30,0.2,5,5,5,10,24 - 36 minutes,2869,1,1,17209
Bus | Bus | Uber/Lyft,25,70,0.05,0,10,10,5,66 - 74 minutes,2869,1,2,17209
Taxi | Bus | Bus,10,30,0.1,0,0,10,5,27 - 33 minutes,2869,1,3,17209
Taxi,15,70,0.05,5,10,10,5,66 - 74 minutes,2869,2,1,17210
Car,20,70,0.05,5,10,10,10,66 - 74 minutes,2869,2,2,17210
Taxi | Bus | Bus,20,50,0.1,10,5,5,5,45 - 55 minutes,2869,2,3,17210
Uber/Lyft | Bus | Taxi,15,70,0.2,5,5,10,10,56 - 84 minutes,2869,3,1,17211
Bus | Bus | Bus,25,70,0.1,10,5,5,5,63 - 77 minutes,2869,3,2,17211
Uber/Lyft | Bus | Taxi,20,40,0.2,10,10,10,10,32 - 48 minutes,2869,3,3,17211
Car | Bus | Uber/Lyft,25,30,0.05,5,5,5,5,28 - 32 minutes,2869,4,1,17212
Uber/Lyft,20,40,0.1,5,10,5,10,36 - 44 minutes,2869,4,2,17212
Uber/Lyft | Bus | Bus,15,40,0.1,0,0,5,10,36 - 44 minutes,2869,4,3,17212
Uber/Lyft | Bus | Bus,30,50,0.1,5,0,10,10,45 - 55 minutes,2869,5,1,17213
Taxi | Bus | Taxi,15,30,0.2,10,0,5,5,24 - 36 minutes,2869,5,2,17213
Bus | Bus | Uber/Lyft,20,30,0.2,0,0,5,5,24 - 36 minutes,2869,5,3,17213
Car | Bus,20,40,0.2,10,0,5,5,32 - 48 minutes,2869,6,1,17214
Taxi,10,50,0.05,10,5,5,5,48 - 52 minutes,2869,6,2,17214
Bus | Bus | Taxi,15,70,0.1,5,0,5,10,63 - 77 minutes,2869,6,3,17214
Taxi | Bus | Bus,30,40,0.2,10,0,10,10,32 - 48 minutes,2870,1,1,17215
Taxi,30,60,0.1,10,0,5,10,54 - 66 minutes,2870,1,2,17215
Taxi | Bus,30,40,0.1,5,10,5,5,36 - 44 minutes,2870,1,3,17215
Taxi | Bus,25,70,0.05,5,5,10,5,66 - 74 minutes,2870,2,1,17216
Car,25,60,0.1,0,0,5,5,54 - 66 minutes,2870,2,2,17216
Taxi | Bus | Taxi,30,70,0.05,0,5,10,5,66 - 74 minutes,2870,2,3,17216
Car | Bus | Uber/Lyft,15,50,0.2,0,0,10,10,40 - 60 minutes,2870,3,1,17217
Car | Bus | Uber/Lyft,10,50,0.1,10,0,5,10,45 - 55 minutes,2870,3,2,17217
Uber/Lyft | Bus | Bus,20,30,0.2,10,10,5,5,24 - 36 minutes,2870,3,3,17217
Uber/Lyft | Bus | Taxi,10,50,0.05,10,10,10,5,48 - 52 minutes,2870,4,1,17218
Taxi | Bus | Taxi,25,50,0.2,0,10,10,10,40 - 60 minutes,2870,4,2,17218
Uber/Lyft,25,60,0.2,10,10,10,5,48 - 72 minutes,2870,4,3,17218
Car | Bus | Taxi,15,70,0.2,0,0,10,5,56 - 84 minutes,2870,5,1,17219
Car | Bus | Bus,20,30,0.1,10,0,10,5,27 - 33 minutes,2870,5,2,17219
Bus,30,60,0.1,5,10,5,5,54 - 66 minutes,2870,5,3,17219
Bus,15,40,0.2,10,10,5,5,32 - 48 minutes,2870,6,1,17220
Car,20,40,0.1,5,0,10,10,36 - 44 minutes,2870,6,2,17220
Taxi | Bus,15,60,0.05,5,10,5,10,57 - 63 minutes,2870,6,3,17220
Car | Bus,10,70,0.1,10,10,5,10,63 - 77 minutes,2871,1,1,17221
Uber/Lyft | Bus,25,40,0.2,10,0,10,10,32 - 48 minutes,2871,1,2,17221
Uber/Lyft,25,30,0.1,0,10,10,5,27 - 33 minutes,2871,1,3,17221
Bus | Bus | Bus,20,70,0.1,5,10,5,5,63 - 77 minutes,2871,2,1,17222
Uber/Lyft | Bus | Taxi,10,40,0.2,10,10,10,5,32 - 48 minutes,2871,2,2,17222
Bus,15,30,0.05,0,5,10,5,28 - 32 minutes,2871,2,3,17222
Taxi | Bus | Taxi,15,40,0.2,0,5,5,10,32 - 48 minutes,2871,3,1,17223
Bus,20,30,0.2,0,5,10,10,24 - 36 minutes,2871,3,2,17223
Bus | Bus | Uber/Lyft,30,60,0.05,10,10,10,5,57 - 63 minutes,2871,3,3,17223
Uber/Lyft | Bus,10,70,0.2,0,5,10,10,56 - 84 minutes,2871,4,1,17224
Taxi | Bus | Uber/Lyft,10,50,0.1,5,5,10,5,45 - 55 minutes,2871,4,2,17224
Bus | Bus | Uber/Lyft,15,40,0.05,5,5,5,5,38 - 42 minutes,2871,4,3,17224
Uber/Lyft | Bus | Taxi,30,30,0.2,10,10,10,10,24 - 36 minutes,2871,5,1,17225
Taxi | Bus | Taxi,25,30,0.05,10,5,5,5,28 - 32 minutes,2871,5,2,17225
Bus | Bus | Taxi,20,50,0.2,5,0,5,5,40 - 60 minutes,2871,5,3,17225
Taxi | Bus | Taxi,15,50,0.05,10,5,10,5,48 - 52 minutes,2871,6,1,17226
Taxi,30,50,0.1,0,0,5,10,45 - 55 minutes,2871,6,2,17226
Car | Bus,25,60,0.1,5,10,10,10,54 - 66 minutes,2871,6,3,17226
Uber/Lyft | Bus | Bus,25,70,0.2,0,5,10,10,56 - 84 minutes,2872,1,1,17227
Taxi | Bus | Uber/Lyft,10,50,0.1,0,10,5,10,45 - 55 minutes,2872,1,2,17227
Taxi | Bus | Taxi,10,30,0.1,10,10,10,10,27 - 33 minutes,2872,1,3,17227
Bus | Bus | Uber/Lyft,15,60,0.2,0,0,5,5,48 - 72 minutes,2872,2,1,17228
Car | Bus,10,60,0.1,0,0,10,10,54 - 66 minutes,2872,2,2,17228
Bus | Bus | Uber/Lyft,10,30,0.2,10,5,5,5,24 - 36 minutes,2872,2,3,17228
Bus | Bus,25,70,0.2,5,5,10,10,56 - 84 minutes,2872,3,1,17229
Taxi | Bus | Taxi,30,70,0.1,10,5,10,10,63 - 77 minutes,2872,3,2,17229
Taxi | Bus | Uber/Lyft,15,50,0.1,0,0,10,10,45 - 55 minutes,2872,3,3,17229
Car | Bus | Uber/Lyft,25,30,0.2,10,5,10,10,24 - 36 minutes,2872,4,1,17230
Bus | Bus | Taxi,15,70,0.2,10,0,5,10,56 - 84 minutes,2872,4,2,17230
Taxi | Bus | Uber/Lyft,30,50,0.05,5,10,5,5,48 - 52 minutes,2872,4,3,17230
Uber/Lyft | Bus | Taxi,15,40,0.2,10,5,5,10,32 - 48 minutes,2872,5,1,17231
Car | Bus,15,50,0.2,0,10,10,5,40 - 60 minutes,2872,5,2,17231
Taxi | Bus | Bus,25,60,0.2,10,10,5,5,48 - 72 minutes,2872,5,3,17231
Car | Bus | Uber/Lyft,30,40,0.2,10,10,10,10,32 - 48 minutes,2872,6,1,17232
Car,10,60,0.2,0,10,5,5,48 - 72 minutes,2872,6,2,17232
Car | Bus | Uber/Lyft,25,50,0.2,0,0,5,10,40 - 60 minutes,2872,6,3,17232
Uber/Lyft | Bus | Uber/Lyft,10,40,0.2,5,5,5,10,32 - 48 minutes,2873,1,1,17233
Bus | Bus | Bus,10,50,0.2,0,10,5,10,40 - 60 minutes,2873,1,2,17233
Taxi | Bus | Taxi,25,50,0.05,0,10,5,10,48 - 52 minutes,2873,1,3,17233
Bus,20,30,0.05,0,10,5,10,28 - 32 minutes,2873,2,1,17234
Taxi | Bus,20,50,0.05,0,10,5,5,48 - 52 minutes,2873,2,2,17234
Bus | Bus | Taxi,15,60,0.05,10,10,10,5,57 - 63 minutes,2873,2,3,17234
Uber/Lyft | Bus,25,60,0.2,0,10,5,10,48 - 72 minutes,2873,3,1,17235
Bus | Bus | Uber/Lyft,15,50,0.2,5,0,5,10,40 - 60 minutes,2873,3,2,17235
Car | Bus,20,50,0.05,0,0,5,5,48 - 52 minutes,2873,3,3,17235
Bus | Bus | Taxi,30,30,0.05,10,5,10,10,28 - 32 minutes,2873,4,1,17236
Car | Bus | Bus,30,50,0.1,5,5,5,10,45 - 55 minutes,2873,4,2,17236
Car | Bus | Bus,30,40,0.05,5,5,10,10,38 - 42 minutes,2873,4,3,17236
Taxi,30,30,0.2,10,10,10,5,24 - 36 minutes,2873,5,1,17237
Car,15,40,0.2,5,0,10,5,32 - 48 minutes,2873,5,2,17237
Uber/Lyft | Bus | Bus,30,30,0.2,10,5,5,5,24 - 36 minutes,2873,5,3,17237
Car | Bus,30,40,0.1,10,0,10,5,36 - 44 minutes,2873,6,1,17238
Uber/Lyft | Bus | Uber/Lyft,20,50,0.2,0,0,10,10,40 - 60 minutes,2873,6,2,17238
Taxi | Bus | Bus,10,60,0.2,10,10,10,10,48 - 72 minutes,2873,6,3,17238
Car | Bus | Bus,15,40,0.1,10,0,10,10,36 - 44 minutes,2874,1,1,17239
Taxi | Bus | Bus,30,40,0.2,10,10,5,10,32 - 48 minutes,2874,1,2,17239
Taxi | Bus,30,70,0.05,5,5,10,5,66 - 74 minutes,2874,1,3,17239
Bus | Bus | Bus,10,50,0.1,0,5,10,5,45 - 55 minutes,2874,2,1,17240
Uber/Lyft | Bus,20,40,0.2,5,0,5,5,32 - 48 minutes,2874,2,2,17240
Car | Bus | Bus,10,60,0.1,0,10,10,10,54 - 66 minutes,2874,2,3,17240
Taxi,30,30,0.05,10,10,10,5,28 - 32 minutes,2874,3,1,17241
Car | Bus | Uber/Lyft,30,50,0.05,5,10,5,10,48 - 52 minutes,2874,3,2,17241
Car | Bus,15,40,0.1,10,5,5,10,36 - 44 minutes,2874,3,3,17241
Bus,30,50,0.05,0,10,10,10,48 - 52 minutes,2874,4,1,17242
Taxi | Bus | Bus,25,30,0.1,10,10,5,10,27 - 33 minutes,2874,4,2,17242
Uber/Lyft,20,30,0.2,0,0,10,10,24 - 36 minutes,2874,4,3,17242
Car | Bus | Taxi,15,40,0.2,5,10,5,10,32 - 48 minutes,2874,5,1,17243
Car | Bus,30,40,0.2,0,10,10,10,32 - 48 minutes,2874,5,2,17243
Uber/Lyft | Bus | Uber/Lyft,25,50,0.1,5,10,10,10,45 - 55 minutes,2874,5,3,17243
Taxi | Bus,15,70,0.05,5,5,10,5,66 - 74 minutes,2874,6,1,17244
Car,30,60,0.05,0,5,10,10,57 - 63 minutes,2874,6,2,17244
Uber/Lyft | Bus | Uber/Lyft,30,60,0.05,0,0,10,10,57 - 63 minutes,2874,6,3,17244
Car | Bus | Uber/Lyft,20,70,0.05,5,0,10,5,66 - 74 minutes,2875,1,1,17245
Uber/Lyft,20,40,0.1,0,0,10,5,36 - 44 minutes,2875,1,2,17245
Uber/Lyft,15,60,0.2,0,5,10,10,48 - 72 minutes,2875,1,3,17245
Uber/Lyft | Bus | Uber/Lyft,30,50,0.05,5,0,5,5,48 - 52 minutes,2875,2,1,17246
Car | Bus | Uber/Lyft,25,70,0.1,5,5,10,5,63 - 77 minutes,2875,2,2,17246
Uber/Lyft | Bus | Bus,25,40,0.1,0,5,5,10,36 - 44 minutes,2875,2,3,17246
Bus | Bus,30,60,0.2,10,5,10,5,48 - 72 minutes,2875,3,1,17247
Car | Bus,30,40,0.2,5,5,10,5,32 - 48 minutes,2875,3,2,17247
Uber/Lyft | Bus | Uber/Lyft,20,30,0.2,0,5,10,5,24 - 36 minutes,2875,3,3,17247
Taxi | Bus | Uber/Lyft,30,60,0.2,5,0,5,10,48 - 72 minutes,2875,4,1,17248
Taxi | Bus | Taxi,15,50,0.2,5,5,5,10,40 - 60 minutes,2875,4,2,17248
Taxi | Bus,25,60,0.1,0,10,5,10,54 - 66 minutes,2875,4,3,17248
Uber/Lyft | Bus | Taxi,10,30,0.05,5,10,10,10,28 - 32 minutes,2875,5,1,17249
Taxi | Bus,20,70,0.2,5,10,5,5,56 - 84 minutes,2875,5,2,17249
Uber/Lyft,15,30,0.1,0,0,5,5,27 - 33 minutes,2875,5,3,17249
Uber/Lyft,30,50,0.2,0,10,10,10,40 - 60 minutes,2875,6,1,17250
Taxi,30,30,0.1,5,5,10,5,27 - 33 minutes,2875,6,2,17250
Uber/Lyft,10,60,0.2,0,5,5,10,48 - 72 minutes,2875,6,3,17250
Bus | Bus,20,30,0.1,0,5,10,10,27 - 33 minutes,2876,1,1,17251
Car,15,60,0.05,10,0,10,10,57 - 63 minutes,2876,1,2,17251
Bus | Bus | Taxi,20,50,0.1,0,10,5,10,45 - 55 minutes,2876,1,3,17251
Taxi | Bus | Bus,20,40,0.05,10,5,10,10,38 - 42 minutes,2876,2,1,17252
Taxi | Bus | Taxi,20,30,0.1,5,0,10,10,27 - 33 minutes,2876,2,2,17252
Taxi | Bus | Bus,20,70,0.1,10,0,10,5,63 - 77 minutes,2876,2,3,17252
Taxi | Bus | Uber/Lyft,15,40,0.2,5,10,5,10,32 - 48 minutes,2876,3,1,17253
Bus | Bus | Uber/Lyft,25,70,0.05,0,5,10,10,66 - 74 minutes,2876,3,2,17253
Taxi,20,60,0.2,10,0,5,10,48 - 72 minutes,2876,3,3,17253
Taxi | Bus,15,70,0.05,5,10,5,10,66 - 74 minutes,2876,4,1,17254
Taxi | Bus | Uber/Lyft,15,70,0.2,5,10,5,10,56 - 84 minutes,2876,4,2,17254
Car | Bus,15,50,0.1,0,0,5,5,45 - 55 minutes,2876,4,3,17254
Uber/Lyft | Bus | Taxi,30,70,0.2,10,0,5,5,56 - 84 minutes,2876,5,1,17255
Bus | Bus,25,30,0.2,10,5,5,5,24 - 36 minutes,2876,5,2,17255
Uber/Lyft | Bus | Bus,20,50,0.05,0,0,10,10,48 - 52 minutes,2876,5,3,17255
Uber/Lyft | Bus | Uber/Lyft,10,30,0.1,10,0,10,10,27 - 33 minutes,2876,6,1,17256
Uber/Lyft | Bus | Bus,10,70,0.2,10,5,5,10,56 - 84 minutes,2876,6,2,17256
Uber/Lyft | Bus | Uber/Lyft,15,70,0.2,10,5,5,10,56 - 84 minutes,2876,6,3,17256
Taxi,15,30,0.2,5,10,10,5,24 - 36 minutes,2877,1,1,17257
Bus | Bus,15,70,0.05,0,5,10,10,66 - 74 minutes,2877,1,2,17257
Uber/Lyft,30,50,0.1,10,0,5,10,45 - 55 minutes,2877,1,3,17257
Uber/Lyft | Bus | Uber/Lyft,10,30,0.1,5,5,10,5,27 - 33 minutes,2877,2,1,17258
Bus | Bus | Uber/Lyft,25,30,0.1,10,5,5,10,27 - 33 minutes,2877,2,2,17258
Uber/Lyft | Bus | Uber/Lyft,10,60,0.2,10,0,5,10,48 - 72 minutes,2877,2,3,17258
Uber/Lyft | Bus | Bus,25,40,0.2,5,5,10,10,32 - 48 minutes,2877,3,1,17259
Taxi,20,60,0.05,5,0,5,10,57 - 63 minutes,2877,3,2,17259
Car | Bus | Uber/Lyft,10,50,0.1,5,5,10,10,45 - 55 minutes,2877,3,3,17259
Uber/Lyft | Bus | Bus,10,60,0.05,5,5,10,10,57 - 63 minutes,2877,4,1,17260
Taxi | Bus,20,60,0.2,5,10,10,5,48 - 72 minutes,2877,4,2,17260
Car | Bus,25,60,0.1,5,10,5,10,54 - 66 minutes,2877,4,3,17260
Bus | Bus | Uber/Lyft,20,60,0.2,5,5,10,10,48 - 72 minutes,2877,5,1,17261
Car | Bus,20,60,0.05,5,0,5,5,57 - 63 minutes,2877,5,2,17261
Car | Bus | Taxi,15,70,0.2,10,10,10,5,56 - 84 minutes,2877,5,3,17261
Taxi | Bus | Uber/Lyft,15,50,0.05,5,0,5,5,48 - 52 minutes,2877,6,1,17262
Bus | Bus | Taxi,10,30,0.1,0,0,10,10,27 - 33 minutes,2877,6,2,17262
Car | Bus | Taxi,15,70,0.05,10,0,10,10,66 - 74 minutes,2877,6,3,17262
Uber/Lyft | Bus | Bus,25,60,0.2,5,5,10,10,48 - 72 minutes,2878,1,1,17263
Uber/Lyft | Bus | Uber/Lyft,20,50,0.1,0,0,10,5,45 - 55 minutes,2878,1,2,17263
Uber/Lyft | Bus | Bus,10,40,0.1,10,5,10,10,36 - 44 minutes,2878,1,3,17263
Bus,30,40,0.05,5,10,5,10,38 - 42 minutes,2878,2,1,17264
Taxi | Bus | Bus,15,40,0.2,10,0,5,10,32 - 48 minutes,2878,2,2,17264
Bus | Bus | Taxi,30,40,0.05,0,10,5,5,38 - 42 minutes,2878,2,3,17264
Taxi | Bus | Uber/Lyft,20,30,0.2,0,10,10,5,24 - 36 minutes,2878,3,1,17265
Bus | Bus,25,50,0.2,0,0,10,5,40 - 60 minutes,2878,3,2,17265
Car | Bus | Taxi,15,40,0.05,5,5,10,5,38 - 42 minutes,2878,3,3,17265
Taxi | Bus | Uber/Lyft,20,40,0.05,5,5,10,10,38 - 42 minutes,2878,4,1,17266
Taxi | Bus | Uber/Lyft,20,40,0.1,10,0,5,10,36 - 44 minutes,2878,4,2,17266
Uber/Lyft,15,40,0.2,5,5,5,5,32 - 48 minutes,2878,4,3,17266
Taxi | Bus | Bus,20,50,0.1,10,0,10,5,45 - 55 minutes,2878,5,1,17267
Car | Bus | Uber/Lyft,20,30,0.1,10,5,5,5,27 - 33 minutes,2878,5,2,17267
Taxi | Bus,25,70,0.2,10,10,10,5,56 - 84 minutes,2878,5,3,17267
Bus | Bus | Bus,20,40,0.05,0,10,5,10,38 - 42 minutes,2878,6,1,17268
Uber/Lyft | Bus | Uber/Lyft,10,60,0.1,5,10,5,10,54 - 66 minutes,2878,6,2,17268
Taxi | Bus | Bus,30,40,0.1,5,0,5,10,36 - 44 minutes,2878,6,3,17268
Car,20,40,0.1,0,5,10,10,36 - 44 minutes,2879,1,1,17269
Car | Bus,20,50,0.1,0,5,10,10,45 - 55 minutes,2879,1,2,17269
Bus | Bus,20,40,0.2,10,5,5,10,32 - 48 minutes,2879,1,3,17269
Car | Bus | Uber/Lyft,10,60,0.1,0,5,10,10,54 - 66 minutes,2879,2,1,17270
Car | Bus | Taxi,25,50,0.2,0,10,10,10,40 - 60 minutes,2879,2,2,17270
Car | Bus | Uber/Lyft,25,70,0.1,0,10,10,10,63 - 77 minutes,2879,2,3,17270
Taxi | Bus | Uber/Lyft,10,30,0.1,0,0,10,5,27 - 33 minutes,2879,3,1,17271
Taxi | Bus | Uber/Lyft,20,50,0.2,5,0,5,10,40 - 60 minutes,2879,3,2,17271
Car | Bus | Uber/Lyft,30,40,0.05,0,10,10,5,38 - 42 minutes,2879,3,3,17271
Uber/Lyft | Bus,15,50,0.2,10,5,5,5,40 - 60 minutes,2879,4,1,17272
Taxi | Bus | Taxi,30,70,0.2,5,5,5,10,56 - 84 minutes,2879,4,2,17272
Uber/Lyft | Bus | Bus,15,40,0.2,10,5,5,10,32 - 48 minutes,2879,4,3,17272
Car | Bus | Taxi,15,70,0.1,0,0,10,5,63 - 77 minutes,2879,5,1,17273
Bus | Bus,20,30,0.2,5,5,10,10,24 - 36 minutes,2879,5,2,17273
Car,30,30,0.2,5,5,10,5,24 - 36 minutes,2879,5,3,17273
Taxi | Bus,25,30,0.1,10,10,10,5,27 - 33 minutes,2879,6,1,17274
Bus | Bus | Bus,15,40,0.2,5,0,5,5,32 - 48 minutes,2879,6,2,17274
Car,25,70,0.1,10,5,5,5,63 - 77 minutes,2879,6,3,17274
Bus | Bus | Bus,15,40,0.1,10,10,5,5,36 - 44 minutes,2880,1,1,17275
Bus | Bus,15,30,0.2,0,10,10,5,24 - 36 minutes,2880,1,2,17275
Car | Bus,20,70,0.1,10,5,5,5,63 - 77 minutes,2880,1,3,17275
Taxi | Bus | Taxi,15,60,0.1,0,10,5,10,54 - 66 minutes,2880,2,1,17276
Car | Bus,20,70,0.05,0,10,10,5,66 - 74 minutes,2880,2,2,17276
Uber/Lyft | Bus,30,40,0.1,0,5,5,5,36 - 44 minutes,2880,2,3,17276
Bus | Bus,15,40,0.2,5,5,10,10,32 - 48 minutes,2880,3,1,17277
Bus | Bus | Taxi,30,50,0.2,0,10,10,10,40 - 60 minutes,2880,3,2,17277
Bus | Bus,25,30,0.05,5,0,5,5,28 - 32 minutes,2880,3,3,17277
Bus | Bus | Bus,20,30,0.1,10,0,10,5,27 - 33 minutes,2880,4,1,17278
Bus | Bus | Taxi,30,50,0.2,5,0,5,10,40 - 60 minutes,2880,4,2,17278
Uber/Lyft | Bus | Taxi,25,30,0.2,10,5,5,10,24 - 36 minutes,2880,4,3,17278
Car,10,50,0.05,5,10,10,5,48 - 52 minutes,2880,5,1,17279
Bus | Bus | Bus,10,50,0.2,10,0,10,5,40 - 60 minutes,2880,5,2,17279
Bus,25,30,0.2,5,10,10,5,24 - 36 minutes,2880,5,3,17279
Car | Bus | Uber/Lyft,30,70,0.2,0,5,5,10,56 - 84 minutes,2880,6,1,17280
Car | Bus | Bus,20,30,0.2,5,10,10,10,24 - 36 minutes,2880,6,2,17280
Car | Bus | Taxi,15,40,0.05,10,0,5,10,38 - 42 minutes,2880,6,3,17280
Bus | Bus | Bus,15,30,0.2,5,0,5,5,24 - 36 minutes,2881,1,1,17281
Car | Bus | Uber/Lyft,15,60,0.2,5,0,10,10,48 - 72 minutes,2881,1,2,17281
Bus | Bus | Bus,15,60,0.2,0,0,10,5,48 - 72 minutes,2881,1,3,17281
Car | Bus,30,50,0.05,0,10,5,5,48 - 52 minutes,2881,2,1,17282
Bus | Bus | Taxi,30,70,0.2,10,10,5,10,56 - 84 minutes,2881,2,2,17282
Taxi | Bus | Bus,20,30,0.1,10,5,10,5,27 - 33 minutes,2881,2,3,17282
Taxi | Bus | Bus,25,70,0.1,10,10,5,5,63 - 77 minutes,2881,3,1,17283
Bus | Bus | Uber/Lyft,25,70,0.2,10,10,10,10,56 - 84 minutes,2881,3,2,17283
Uber/Lyft | Bus | Bus,15,30,0.05,10,10,10,5,28 - 32 minutes,2881,3,3,17283
Taxi | Bus | Uber/Lyft,30,50,0.2,5,10,5,5,40 - 60 minutes,2881,4,1,17284
Bus,15,40,0.05,10,0,5,5,38 - 42 minutes,2881,4,2,17284
Bus | Bus | Uber/Lyft,25,30,0.2,0,10,5,5,24 - 36 minutes,2881,4,3,17284
Taxi,10,50,0.2,0,5,5,10,40 - 60 minutes,2881,5,1,17285
Car | Bus | Taxi,20,70,0.1,10,5,10,10,63 - 77 minutes,2881,5,2,17285
Uber/Lyft | Bus | Bus,15,40,0.1,10,10,5,5,36 - 44 minutes,2881,5,3,17285
Car | Bus | Taxi,15,30,0.1,0,0,10,10,27 - 33 minutes,2881,6,1,17286
Uber/Lyft | Bus | Bus,20,40,0.05,10,0,5,10,38 - 42 minutes,2881,6,2,17286
Car | Bus | Taxi,10,50,0.1,5,0,10,10,45 - 55 minutes,2881,6,3,17286
Uber/Lyft | Bus | Bus,30,60,0.1,5,0,5,5,54 - 66 minutes,2882,1,1,17287
Uber/Lyft | Bus | Bus,30,40,0.05,10,0,10,5,38 - 42 minutes,2882,1,2,17287
Bus | Bus | Uber/Lyft,15,70,0.2,5,5,10,5,56 - 84 minutes,2882,1,3,17287
Uber/Lyft,20,50,0.2,10,5,10,10,40 - 60 minutes,2882,2,1,17288
