leg1Mode,leg2Mode,leg3Mode,price,expressFee,leg1Time,leg2Time,leg3Time,transfer1Time,transfer2Time,transfer3Time,tripTimeUnc,numLegs,lastLegMode,trip,carInTrip,expressInTrip,walkInTrip,busInTrip,taxiInTrip,uberInTrip,priceOrig,totalLegTime,totalWaitTime,totalTripTime,tripTimeMax,tripTimeRange,rowID,respID,qID,altID,obsID
Bus,Bus,None,2,0,20,15,0,10,10,0,0.05,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,35,20,55,58,55 - 58 minutes,12877,157,1,3,937
Car,None,None,25,15,25,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,25,0,25,30,25 - 30 minutes,40119,157,2,1,938
Car,None,None,15,5,30,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,30,0,30,36,30 - 36 minutes,40176,157,2,2,938
Bus,Walk,Taxi,20,0,20,10,10,5,0,10,0.1,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,20,40,15,55,61,55 - 61 minutes,37010,157,2,3,938
Car,None,None,15,5,30,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,30,0,30,36,30 - 36 minutes,40176,157,3,1,939
Taxi,Walk,None,20,0,25,10,0,5,0,0,0.05,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,20,35,5,40,42,40 - 42 minutes,3539,157,3,2,939
Bus,Walk,Uber/Lyft,20,0,10,15,15,2,0,5,0.1,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,20,40,7,47,52,47 - 52 minutes,33498,157,3,3,939
Bus,None,None,2,0,10,0,0,10,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,10,10,20,21,20 - 21 minutes,4711,157,4,1,940
"Car:
Express",Walk,None,30,10,10,10,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,20,20,0,20,21,20 - 21 minutes,169,157,4,2,940
"Car:
Express",Bus,None,20,5,40,20,0,0,10,0,0.2,2,Bus,"Car:
Express|Bus",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,15,60,10,70,84,70 - 84 minutes,50534,157,4,3,940
"Car:
Express",Walk,None,17,15,30,10,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,40,0,40,42,40 - 42 minutes,1022,157,5,1,941
"Car:
Express",Walk,None,35,5,30,15,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,45,0,45,54,45 - 54 minutes,41201,157,5,2,941
Car,None,None,40,10,25,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,25,0,25,28,25 - 28 minutes,20454,157,5,3,941
Car,None,None,17,15,20,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,20,0,20,22,20 - 22 minutes,20256,157,6,1,942
Uber/Lyft,Bus,Walk,25,0,25,20,10,2,2,0,0.2,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,25,55,4,59,71,59 - 71 minutes,41670,157,6,2,942
Car,None,None,20,15,25,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,25,0,25,28,25 - 28 minutes,20466,157,6,3,942
"Car:
Express",None,None,25,5,10,0,0,0,0,0,0.2,1,"Car:
Express","Car:
Express",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,20,10,0,10,12,10 - 12 minutes,39377,158,1,1,943
Bus,Bus,Walk,5,0,10,20,10,2,5,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,40,7,47,57,47 - 57 minutes,46444,158,1,2,943
"Car:
Express",Bus,None,20,5,20,20,0,0,2,0,0.2,2,Bus,"Car:
Express|Bus",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,15,40,2,42,51,42 - 51 minutes,41572,158,1,3,943
Car,None,None,7,5,15,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,15,0,15,17,15 - 17 minutes,19872,158,2,1,944
Bus,Bus,Walk,10,0,15,15,15,2,2,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,45,4,49,54,49 - 54 minutes,22425,158,2,2,944
"Car:
Express",None,None,40,15,15,0,0,0,0,0,0.05,1,"Car:
Express","Car:
Express",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,25,15,0,15,16,15 - 16 minutes,436,158,2,3,944
Car,None,None,25,10,40,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,40,0,40,44,40 - 44 minutes,20766,158,3,1,945
"Car:
Express",Bus,None,20,15,20,20,0,0,5,0,0.05,2,Bus,"Car:
Express|Bus",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,40,5,45,48,45 - 48 minutes,7406,158,3,2,945
Uber/Lyft,None,None,30,0,25,0,0,5,0,0,0.1,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,30,25,5,30,33,30 - 33 minutes,23203,158,3,3,945
Car,None,None,40,15,20,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,20,0,20,21,20 - 21 minutes,639,158,4,1,946
"Car:
Express",Walk,None,25,10,30,10,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15,40,0,40,42,40 - 42 minutes,998,158,4,2,946
Bus,Walk,Uber/Lyft,20,0,25,10,20,5,0,5,0.1,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,20,55,10,65,72,65 - 72 minutes,34288,158,4,3,946
Bus,Bus,None,2,0,30,10,0,5,2,0,0.2,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,40,7,47,57,47 - 57 minutes,42863,158,5,1,947
Uber/Lyft,Walk,None,10,0,10,10,0,2,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,10,20,2,22,24,22 - 24 minutes,44,158,5,2,947
Uber/Lyft,None,None,15,0,15,0,0,5,0,0,0.05,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,15,5,20,21,20 - 21 minutes,3364,158,5,3,947
Uber/Lyft,Bus,None,20,0,10,10,0,10,10,0,0.2,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,20,20,20,40,48,40 - 48 minutes,51921,158,6,1,948
Walk,Bus,Taxi,30,0,10,20,20,0,10,2,0.1,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,50,12,62,69,62 - 69 minutes,31355,158,6,2,948
Uber/Lyft,None,None,20,0,20,0,0,10,0,0,0.1,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,20,20,10,30,33,30 - 33 minutes,24556,158,6,3,948
Uber/Lyft,Bus,None,10,0,15,20,0,2,5,0,0.2,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,10,35,7,42,51,42 - 51 minutes,46548,159,1,1,949
Bus,Walk,Taxi,20,0,20,10,10,10,0,10,0.05,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,20,40,20,60,63,60 - 63 minutes,17888,159,1,2,949
Car,Walk,None,17,15,10,10,0,0,0,0,0.05,2,Walk,Car|Walk,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,20,0,20,21,20 - 21 minutes,186,159,1,3,949
Bus,Bus,Bus,10,0,10,15,10,10,2,10,0.2,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,35,22,57,69,57 - 69 minutes,57225,159,2,1,950
Taxi,Bus,Walk,10,0,30,20,15,5,5,0,0.2,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,10,65,10,75,90,75 - 90 minutes,48189,159,2,2,950
Bus,Walk,Taxi,15,0,15,10,10,5,0,5,0.2,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,35,10,45,54,45 - 54 minutes,53552,159,2,3,950
Car,None,None,45,15,10,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,10,0,10,11,10 - 11 minutes,19865,159,3,1,951
Car,None,None,15,10,40,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,40,0,40,48,40 - 48 minutes,40401,159,3,2,951
Walk,Bus,Uber/Lyft,30,0,15,10,20,0,2,10,0.1,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,30,45,12,57,63,57 - 63 minutes,36768,159,3,3,951
Car,None,None,35,10,10,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,10,0,10,11,10 - 11 minutes,19817,159,4,1,952
Bus,Walk,None,10,0,15,15,0,10,0,0,0.2,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,30,10,40,48,40 - 48 minutes,44477,159,4,2,952
Bus,Walk,Uber/Lyft,25,0,20,15,10,5,0,2,0.1,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,25,45,7,52,58,52 - 58 minutes,23474,159,4,3,952
"Car:
Express",Walk,None,15,5,40,10,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10,50,0,50,60,50 - 60 minutes,40370,159,5,1,953
Bus,Walk,Taxi,15,0,30,15,20,5,0,5,0.2,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,65,10,75,90,75 - 90 minutes,54030,159,5,2,953
Car,None,None,20,15,40,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,40,0,40,44,40 - 44 minutes,20796,159,5,3,953
Car,None,None,20,10,30,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,30,0,30,36,30 - 36 minutes,40281,159,6,1,954
"Car:
Express",None,None,20,10,30,0,0,0,0,0,0.05,1,"Car:
Express","Car:
Express",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10,30,0,30,32,30 - 32 minutes,988,159,6,2,954
Car,Walk,None,35,10,15,10,0,0,0,0,0.05,2,Walk,Car|Walk,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,25,25,0,25,27,25 - 27 minutes,397,159,6,3,954
Walk,Bus,Taxi,20,0,15,10,10,0,5,5,0.2,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,20,35,10,45,54,45 - 54 minutes,54604,160,1,1,955
Bus,Taxi,None,10,0,15,10,0,2,2,0,0.2,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,10,25,4,29,35,29 - 35 minutes,39554,160,1,2,955
Car,Bus,None,35,15,25,10,0,0,2,0,0.05,2,Bus,Car|Bus,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,20,35,2,37,39,37 - 39 minutes,839,160,1,3,955
"Car:
Express",None,None,30,15,20,0,0,0,0,0,0.2,1,"Car:
Express","Car:
Express",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,15,20,0,20,24,20 - 24 minutes,39922,160,2,1,956
Bus,Taxi,None,25,0,10,15,0,2,10,0,0.1,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,25,25,12,37,41,37 - 41 minutes,30005,160,2,2,956
Car,None,None,20,15,10,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,10,0,10,12,10 - 12 minutes,39482,160,2,3,956
Bus,Uber/Lyft,None,25,0,25,15,0,5,5,0,0.1,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,25,40,10,50,56,50 - 56 minutes,28066,160,3,1,957
Car,None,None,10,5,25,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,25,0,25,30,25 - 30 minutes,39958,160,3,2,957
Car,None,None,35,5,10,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,10,0,10,11,10 - 11 minutes,122,160,3,3,957
Car,None,None,15,10,25,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,25,0,25,30,25 - 30 minutes,40071,160,4,1,958
Bus,None,None,10,0,25,0,0,2,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,25,2,27,33,27 - 33 minutes,39971,160,4,2,958
Bus,Walk,Taxi,15,0,10,15,10,5,0,10,0.2,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,35,15,50,60,50 - 60 minutes,56703,160,4,3,958
Car,None,None,35,5,25,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,25,0,25,28,25 - 28 minutes,20402,160,5,1,959
"Car:
Express",Walk,None,25,15,30,15,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10,45,0,45,50,45 - 50 minutes,21598,160,5,2,959
"Car:
Express",Walk,None,35,15,30,10,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,20,40,0,40,42,40 - 42 minutes,1046,160,5,3,959
Walk,Bus,Uber/Lyft,30,0,15,15,15,0,10,5,0.2,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,30,45,15,60,72,60 - 72 minutes,55410,160,6,1,960
Car,None,None,35,5,25,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,25,0,25,28,25 - 28 minutes,20402,160,6,2,960
"Car:
Express",Walk,None,25,15,15,10,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10,25,0,25,28,25 - 28 minutes,20069,160,6,3,960
Walk,Bus,None,5,0,10,15,0,0,5,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,25,5,30,33,30 - 33 minutes,26307,161,1,1,961
"Car:
Express",Walk,None,25,5,15,10,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,20,25,0,25,27,25 - 27 minutes,316,161,1,2,961
"Car:
Express",Walk,None,20,10,30,10,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10,40,0,40,42,40 - 42 minutes,992,161,1,3,961
Bus,Walk,Uber/Lyft,20,0,30,15,10,2,0,10,0.2,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,20,55,12,67,81,67 - 81 minutes,56061,161,2,1,962
Car,Walk,None,20,15,30,10,0,0,0,0,0.1,2,Walk,Car|Walk,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5,40,0,40,44,40 - 44 minutes,20674,161,2,2,962
Car,Bus,None,35,15,25,10,0,0,5,0,0.05,2,Bus,Car|Bus,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,20,35,5,40,42,40 - 42 minutes,6522,161,2,3,962
Bus,None,None,2,0,20,0,0,5,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,20,5,25,27,25 - 27 minutes,3412,161,3,1,963
Bus,Walk,Uber/Lyft,10,0,10,10,15,5,0,10,0.2,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,10,35,15,50,60,50 - 60 minutes,56793,161,3,2,963
Car,None,None,15,5,30,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,30,0,30,36,30 - 36 minutes,40176,161,3,3,963
Taxi,Walk,None,20,0,15,10,0,5,0,0,0.2,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,20,25,5,30,36,30 - 36 minutes,42677,161,4,1,964
Car,None,None,40,15,40,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,40,0,40,42,40 - 42 minutes,1173,161,4,2,964
Taxi,Bus,None,15,0,20,10,0,10,10,0,0.05,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,15,30,20,50,53,50 - 53 minutes,12700,161,4,3,964
"Car:
Express",Bus,None,45,15,10,20,0,0,2,0,0.2,2,Bus,"Car:
Express|Bus",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,30,2,32,39,32 - 39 minutes,41445,161,5,1,965
Walk,Bus,None,5,0,10,10,0,0,2,0,0.05,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,20,2,22,24,22 - 24 minutes,20,161,5,2,965
Uber/Lyft,Bus,None,15,0,15,10,0,10,2,0,0.05,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,15,25,12,37,39,37 - 39 minutes,4823,161,5,3,965
Bus,Walk,None,10,0,10,15,0,2,0,0,0.2,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,25,2,27,33,27 - 33 minutes,40513,161,6,1,966
Bus,Bus,None,5,0,25,10,0,10,2,0,0.2,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,35,12,47,57,47 - 57 minutes,44246,161,6,2,966
Uber/Lyft,None,None,20,0,15,0,0,2,0,0,0.1,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,20,15,2,17,19,17 - 19 minutes,19950,161,6,3,966
Car,None,None,17,15,10,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,10,0,10,12,10 - 12 minutes,39476,162,1,1,967
Bus,Bus,Walk,5,0,10,15,15,2,2,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,40,4,44,53,44 - 53 minutes,42016,162,1,2,967
"Car:
Express",Walk,None,40,10,40,10,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,50,0,50,60,50 - 60 minutes,40436,162,1,3,967
Walk,Bus,Uber/Lyft,30,0,10,10,10,0,2,10,0.1,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,30,30,12,42,47,42 - 47 minutes,36233,162,2,1,968
Uber/Lyft,Walk,None,15,0,25,15,0,2,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,15,40,2,42,47,42 - 47 minutes,21360,162,2,2,968
Bus,None,None,10,0,15,0,0,2,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,15,2,17,19,17 - 19 minutes,19903,162,2,3,968
Bus,Taxi,None,15,0,30,10,0,2,2,0,0.1,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,15,40,4,44,49,44 - 49 minutes,20555,162,3,1,969
Car,Bus,None,15,5,40,15,0,0,2,0,0.05,2,Bus,Car|Bus,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,10,55,2,57,60,57 - 60 minutes,1976,162,3,2,969
Uber/Lyft,Bus,Walk,25,0,30,15,15,10,10,0,0.1,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,25,60,20,80,88,80 - 88 minutes,32992,162,3,3,969
Bus,Bus,Bus,2,0,15,10,10,10,10,10,0.05,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,35,30,65,69,65 - 69 minutes,19516,162,4,1,970
Walk,Bus,Uber/Lyft,30,0,10,20,15,0,5,5,0.2,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,30,45,10,55,66,55 - 66 minutes,54796,162,4,2,970
Taxi,None,None,15,0,15,0,0,10,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,15,10,25,28,25 - 28 minutes,24467,162,4,3,970
Uber/Lyft,None,None,15,0,20,0,0,10,0,0,0.1,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,20,10,30,33,30 - 33 minutes,24544,162,5,1,971
Bus,Bus,None,10,0,30,15,0,10,5,0,0.2,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,45,15,60,72,60 - 72 minutes,48605,162,5,2,971
Bus,Walk,Uber/Lyft,20,0,10,15,20,2,0,10,0.2,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,20,45,12,57,69,57 - 69 minutes,56485,162,5,3,971
Bus,Walk,None,10,0,25,15,0,5,0,0,0.1,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,40,5,45,50,45 - 50 minutes,23505,162,6,1,972
"Car:
Express",Bus,None,12,10,25,20,0,0,5,0,0.2,2,Bus,"Car:
Express|Bus",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,45,5,50,60,50 - 60 minutes,46765,162,6,2,972
Taxi,Bus,Walk,25,0,25,10,10,10,2,0,0.1,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,25,45,12,57,63,57 - 63 minutes,24657,162,6,3,972
Car,None,None,15,10,15,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,15,0,15,17,15 - 17 minutes,20016,163,1,1,973
Car,None,None,40,15,30,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,30,0,30,36,30 - 36 minutes,40341,163,1,2,973
"Car:
Express",None,None,15,10,25,0,0,0,0,0,0.05,1,"Car:
Express","Car:
Express",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,25,0,25,27,25 - 27 minutes,778,163,1,3,973
Uber/Lyft,Bus,None,30,0,25,20,0,2,2,0,0.1,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,30,45,4,49,54,49 - 54 minutes,22027,163,2,1,974
Walk,Bus,Uber/Lyft,30,0,10,10,10,0,2,10,0.2,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,30,30,12,42,51,42 - 51 minutes,55880,163,2,2,974
Taxi,Bus,Walk,20,0,10,20,10,5,2,0,0.05,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,20,40,7,47,50,47 - 50 minutes,3997,163,2,3,974
Car,None,None,10,5,15,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,15,0,15,17,15 - 17 minutes,19887,163,3,1,975
Car,None,None,30,15,30,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,30,0,30,33,30 - 33 minutes,20682,163,3,2,975
Bus,Taxi,None,30,0,15,10,0,10,10,0,0.05,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,30,25,20,45,48,45 - 48 minutes,12677,163,3,3,975
Uber/Lyft,None,None,30,0,15,0,0,5,0,0,0.05,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,30,15,5,20,21,20 - 21 minutes,3400,163,4,1,976
Car,None,None,10,5,40,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,40,0,40,48,40 - 48 minutes,40359,163,4,2,976
Walk,Bus,None,10,0,10,20,0,0,5,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,30,5,35,42,35 - 42 minutes,46451,163,4,3,976
Uber/Lyft,Bus,Walk,20,0,10,10,15,10,10,0,0.05,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,20,35,20,55,58,55 - 58 minutes,13199,163,5,1,977
Bus,Walk,Taxi,30,0,10,15,15,10,0,5,0.05,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,40,15,55,58,55 - 58 minutes,15028,163,5,2,977
Bus,Bus,Bus,2,0,10,15,15,5,2,10,0.1,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,40,17,57,63,57 - 63 minutes,37222,163,5,3,977
"Car:
Express",Walk,None,25,15,25,15,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10,40,0,40,48,40 - 48 minutes,41096,163,6,1,978
Walk,Bus,Taxi,15,0,10,20,15,0,10,5,0.1,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,45,15,60,66,60 - 66 minutes,35783,163,6,2,978
Car,None,None,30,15,40,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,40,0,40,44,40 - 44 minutes,20808,163,6,3,978
Walk,Bus,Taxi,30,0,10,20,15,0,10,10,0.1,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,45,20,65,72,65 - 72 minutes,38876,164,1,1,979
Bus,Walk,Uber/Lyft,15,0,25,10,20,5,0,5,0.1,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,15,55,10,65,72,65 - 72 minutes,34286,164,1,2,979
Bus,Walk,Taxi,15,0,10,15,20,10,0,2,0.05,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,45,12,57,60,57 - 60 minutes,6080,164,1,3,979
