leg1Mode,leg2Mode,leg3Mode,price,leg1Time,leg2Time,leg3Time,transfer1Time,transfer2Time,transfer3Time,tripTimeUnc,numLegs,lastLegMode,trip,carInTrip,expressInTrip,walkInTrip,busInTrip,taxiInTrip,uberInTrip,totalLegTime,totalWaitTime,totalTripTime,tripTimeMax,tripTimeRange,rowID,respID,qID,altID,obsID
Walk,Bus,None,5,10,20,0,0,10,0,0.05,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,10,40,42,40 - 42 minutes,8025,154,4,1,922
Walk,Bus,None,10,15,15,0,0,10,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,10,40,48,40 - 48 minutes,41106,154,4,2,922
Taxi,None,None,30,10,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,10,20,24,20 - 24 minutes,36512,154,4,3,922
Walk,Bus,Uber/Lyft,25,15,15,20,0,10,10,0.1,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,50,20,70,77,70 - 77 minutes,32923,154,5,1,923
Taxi,None,None,30,15,0,0,10,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,10,25,28,25 - 28 minutes,19967,154,5,2,923
Walk,Bus,Walk,2,10,20,15,0,5,0,0.1,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,5,50,56,50 - 56 minutes,22203,154,5,3,923
Bus,Bus,Walk,2,10,15,15,10,2,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,12,52,55,52 - 55 minutes,4256,154,6,1,924
Bus,Bus,None,5,25,10,0,5,5,0,0.2,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,35,10,45,54,45 - 54 minutes,39178,154,6,2,924
Taxi,None,None,20,30,0,0,2,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,2,32,34,32 - 34 minutes,394,154,6,3,924
Taxi,None,None,20,15,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,10,25,30,25 - 30 minutes,36566,155,1,1,925
Taxi,None,None,10,25,0,0,10,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,10,35,39,35 - 39 minutes,20069,155,1,2,925
Taxi,None,None,30,10,0,0,10,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,10,20,21,20 - 21 minutes,3266,155,1,3,925
Taxi,None,None,10,25,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,10,35,42,35 - 42 minutes,36692,155,2,1,926
Taxi,None,None,15,20,0,0,2,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,2,22,24,22 - 24 minutes,226,155,2,2,926
Uber/Lyft,Walk,None,15,30,15,0,10,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,45,10,55,61,55 - 61 minutes,20501,155,2,3,926
Uber/Lyft,Walk,None,10,30,15,0,10,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,45,10,55,58,55 - 58 minutes,3864,155,3,1,927
Walk,Bus,None,5,15,15,0,0,5,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,5,35,42,35 - 42 minutes,38198,155,3,2,927
Bus,Bus,Walk,10,30,20,10,5,2,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,60,7,67,74,67 - 74 minutes,19252,155,3,3,927
Uber/Lyft,Bus,Walk,20,10,15,10,2,5,0,0.05,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,35,7,42,45,42 - 45 minutes,4927,155,4,1,928
Bus,None,None,2,10,0,0,5,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,5,15,16,15 - 16 minutes,1744,155,4,2,928
Bus,Bus,Walk,5,30,10,10,10,2,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,12,62,75,62 - 75 minutes,36768,155,4,3,928
Uber/Lyft,Walk,None,25,10,15,0,10,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,10,35,37,35 - 37 minutes,3638,155,5,1,929
Bus,None,None,5,10,0,0,2,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,2,12,15,12 - 15 minutes,33256,155,5,2,929
Taxi,Bus,None,30,15,10,0,10,10,0,0.05,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,25,20,45,48,45 - 48 minutes,9655,155,5,3,929
Bus,Taxi,None,15,25,20,0,5,2,0,0.2,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,45,7,52,63,52 - 63 minutes,35838,155,6,1,930
Walk,Bus,Uber/Lyft,30,15,15,20,0,10,5,0.2,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,50,15,65,78,65 - 78 minutes,46461,155,6,2,930
Uber/Lyft,Walk,None,20,15,10,0,5,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,5,30,32,30 - 32 minutes,1870,155,6,3,930
Walk,Bus,Walk,2,15,10,15,0,10,0,0.05,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,10,50,53,50 - 53 minutes,8286,156,1,1,931
Uber/Lyft,Walk,None,10,25,10,0,10,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,10,45,48,45 - 48 minutes,3453,156,1,2,931
Taxi,None,None,15,30,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,5,35,42,35 - 42 minutes,35333,156,1,3,931
Bus,Bus,Walk,5,20,15,15,5,5,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,10,60,66,60 - 66 minutes,23135,156,2,1,932
Bus,Bus,Walk,10,25,10,10,5,2,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,7,52,55,52 - 55 minutes,2007,156,2,2,932
Walk,Bus,None,2,10,20,0,0,2,0,0.05,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,2,32,34,32 - 34 minutes,793,156,2,3,932
Taxi,Bus,Walk,15,20,10,15,2,10,0,0.1,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,45,12,57,63,57 - 63 minutes,24947,156,3,1,933
Bus,Bus,Walk,10,15,15,15,2,2,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,4,49,54,49 - 54 minutes,17889,156,3,2,933
Taxi,None,None,20,25,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,5,30,36,30 - 36 minutes,35267,156,3,3,933
Taxi,None,None,10,20,0,0,2,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,2,22,24,22 - 24 minutes,208,156,4,1,934
Taxi,None,None,10,10,0,0,2,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,2,12,13,12 - 13 minutes,20,156,4,2,934
Taxi,None,None,20,25,0,0,2,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,2,27,33,27 - 33 minutes,33562,156,4,3,934
Taxi,None,None,10,15,0,0,2,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,2,17,19,17 - 19 minutes,16740,156,5,1,935
Uber/Lyft,Walk,None,15,15,15,0,10,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,10,40,42,40 - 42 minutes,3683,156,5,2,935
Taxi,Walk,None,10,10,15,0,10,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,25,10,35,39,35 - 39 minutes,20228,156,5,3,935
Taxi,Walk,None,20,25,15,0,10,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,40,10,50,56,50 - 56 minutes,20447,156,6,1,936
Walk,Bus,None,2,15,15,0,0,2,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,2,32,39,32 - 39 minutes,33760,156,6,2,936
Bus,Walk,None,2,15,10,0,10,0,0,0.05,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,10,35,37,35 - 37 minutes,3279,156,6,3,936
Uber/Lyft,Walk,None,20,30,15,0,10,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,45,10,55,58,55 - 58 minutes,3888,157,1,1,937
Uber/Lyft,Walk,None,10,20,10,0,2,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,2,32,34,32 - 34 minutes,215,157,1,2,937
Bus,Taxi,None,20,20,15,0,2,2,0,0.05,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,35,4,39,41,39 - 41 minutes,633,157,1,3,937
Uber/Lyft,Walk,None,30,20,15,0,2,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,2,37,45,37 - 45 minutes,33902,157,2,1,938
Bus,Taxi,None,30,30,10,0,10,10,0,0.2,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,40,20,60,72,60 - 72 minutes,43016,157,2,2,938
Taxi,None,None,10,30,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,10,40,48,40 - 48 minutes,36770,157,2,3,938
Taxi,Walk,None,25,15,10,0,5,0,0,0.05,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,25,5,30,32,30 - 32 minutes,1883,157,3,1,939
Uber/Lyft,Bus,Walk,25,25,20,10,2,10,0,0.2,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,55,12,67,81,67 - 81 minutes,41450,157,3,2,939
Bus,Walk,Bus,10,20,10,10,10,0,5,0.1,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,15,55,61,55 - 61 minutes,28396,157,3,3,939
Uber/Lyft,Walk,None,20,30,10,0,10,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,10,50,53,50 - 53 minutes,3559,157,4,1,940
Walk,Bus,Taxi,30,15,15,15,0,10,10,0.1,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,45,20,65,72,65 - 72 minutes,32803,157,4,2,940
Bus,None,None,5,25,0,0,2,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25,2,27,29,27 - 29 minutes,279,157,4,3,940
Uber/Lyft,Walk,None,25,30,10,0,2,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,2,42,45,42 - 45 minutes,411,157,5,1,941
Taxi,None,None,30,20,0,0,10,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,10,30,33,30 - 33 minutes,20045,157,5,2,941
Bus,Bus,Walk,10,20,15,15,2,5,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,7,57,63,57 - 63 minutes,22159,157,5,3,941
Taxi,None,None,30,25,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,10,35,42,35 - 42 minutes,36746,157,6,1,942
Uber/Lyft,Walk,None,15,20,10,0,10,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,10,40,44,40 - 44 minutes,20014,157,6,2,942
Taxi,None,None,20,15,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,5,20,24,20 - 24 minutes,35111,157,6,3,942
Walk,Bus,Bus,2,15,10,10,0,2,2,0.1,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,4,39,43,39 - 43 minutes,16726,158,1,1,943
Bus,Bus,Walk,2,10,15,10,10,2,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,12,47,57,47 - 57 minutes,36839,158,1,2,943
Uber/Lyft,Walk,None,30,10,15,0,5,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,5,30,33,30 - 33 minutes,18816,158,1,3,943
Taxi,Walk,None,10,10,10,0,2,0,0,0.05,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,20,2,22,24,22 - 24 minutes,29,158,2,1,944
Bus,Bus,Bus,5,25,15,20,2,10,10,0.1,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,60,22,82,91,82 - 91 minutes,32931,158,2,2,944
Bus,Bus,Bus,5,10,15,20,2,10,10,0.2,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,45,22,67,81,67 - 81 minutes,49520,158,2,3,944
Taxi,Bus,None,15,20,15,0,5,2,0,0.1,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,35,7,42,47,42 - 47 minutes,18915,158,3,1,945
Bus,Uber/Lyft,None,30,10,20,0,2,2,0,0.1,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,30,4,34,38,34 - 38 minutes,17465,158,3,2,945
Bus,Bus,Walk,2,10,20,15,10,5,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,15,60,63,60 - 63 minutes,7428,158,3,3,945
Bus,None,None,2,10,0,0,5,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,5,15,17,15 - 17 minutes,18367,158,4,1,946
Walk,Bus,Walk,5,15,10,15,0,10,0,0.1,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,10,50,56,50 - 56 minutes,24913,158,4,2,946
Bus,Bus,Bus,10,10,20,20,5,2,10,0.05,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,50,17,67,71,67 - 71 minutes,14808,158,4,3,946
Taxi,Bus,None,15,30,10,0,10,10,0,0.1,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,40,20,60,66,60 - 66 minutes,26377,158,5,1,947
Taxi,Bus,None,20,20,10,0,2,10,0,0.1,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,30,12,42,47,42 - 47 minutes,24315,158,5,2,947
Taxi,None,None,20,30,0,0,10,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,10,40,44,40 - 44 minutes,20177,158,5,3,947
Bus,Walk,Bus,2,15,10,15,5,0,5,0.2,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,10,50,60,50 - 60 minutes,44647,158,6,1,948
Walk,Bus,Walk,10,10,10,10,0,2,0,0.05,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,2,32,34,32 - 34 minutes,41,158,6,2,948
Bus,Bus,Bus,2,20,15,20,2,2,2,0.2,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,55,6,61,74,61 - 74 minutes,34901,158,6,3,948
Walk,Bus,None,2,15,20,0,0,5,0,0.05,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,5,40,42,40 - 42 minutes,5179,159,1,1,949
Taxi,None,None,30,15,0,0,10,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,10,25,28,25 - 28 minutes,19967,159,1,2,949
Bus,Bus,None,5,30,15,0,2,10,0,0.2,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,45,12,57,69,57 - 69 minutes,41228,159,1,3,949
Uber/Lyft,Walk,None,15,10,10,0,10,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,20,10,30,33,30 - 33 minutes,19858,159,2,1,950
Bus,None,None,5,20,0,0,2,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20,2,22,24,22 - 24 minutes,201,159,2,2,950
Walk,Bus,Taxi,30,15,15,20,0,10,10,0.1,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,20,70,77,70 - 77 minutes,32926,159,2,3,950
Taxi,None,None,25,10,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,5,15,16,15 - 16 minutes,1799,159,3,1,951
Walk,Bus,None,10,15,10,0,0,10,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,10,35,42,35 - 42 minutes,40873,159,3,2,951
Uber/Lyft,Walk,None,15,15,10,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,5,30,36,30 - 36 minutes,35104,159,3,3,951
Walk,Bus,Uber/Lyft,10,10,10,10,0,10,2,0.1,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,30,12,42,47,42 - 47 minutes,24193,159,4,1,952
Taxi,Bus,Walk,20,30,20,10,10,10,0,0.05,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,60,20,80,84,80 - 84 minutes,10152,159,4,2,952
Uber/Lyft,Walk,None,10,15,10,0,10,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,10,35,37,35 - 37 minutes,3297,159,4,3,952
Walk,Bus,Walk,2,10,10,10,0,5,0,0.2,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,5,35,42,35 - 42 minutes,37905,159,5,1,953
Uber/Lyft,Walk,None,30,20,15,0,10,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,10,45,50,45 - 50 minutes,20401,159,5,2,953
Uber/Lyft,Walk,None,10,15,10,0,10,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,10,35,39,35 - 39 minutes,19920,159,5,3,953
Bus,None,None,2,30,0,0,2,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,2,32,36,32 - 36 minutes,16974,159,6,1,954
Uber/Lyft,None,None,15,30,0,0,5,0,0,0.1,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,30,5,35,39,35 - 39 minutes,18709,159,6,2,954
Bus,Walk,None,10,15,15,0,2,0,0,0.05,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,2,32,34,32 - 34 minutes,537,159,6,3,954
Taxi,None,None,15,25,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,5,30,36,30 - 36 minutes,35255,160,1,1,955
Bus,None,None,5,30,0,0,10,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,10,40,48,40 - 48 minutes,36763,160,1,2,955
Taxi,None,None,15,20,0,0,10,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,10,30,33,30 - 33 minutes,20009,160,1,3,955
Taxi,None,None,10,30,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,5,35,37,35 - 37 minutes,2069,160,2,1,956
Taxi,None,None,25,25,0,0,5,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,5,30,33,30 - 33 minutes,18656,160,2,2,956
Walk,Bus,None,5,15,10,0,0,2,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,2,27,33,27 - 33 minutes,33355,160,2,3,956
Bus,Bus,Walk,2,20,10,15,10,5,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,15,60,66,60 - 66 minutes,23923,160,3,1,957
Uber/Lyft,Walk,None,20,15,15,0,10,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,10,40,44,40 - 44 minutes,20316,160,3,2,957
Uber/Lyft,Walk,None,10,20,15,0,2,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,2,37,41,37 - 41 minutes,17235,160,3,3,957
Walk,Bus,None,2,10,15,0,0,5,0,0.05,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,5,30,32,30 - 32 minutes,4888,160,4,1,958
Taxi,None,None,20,25,0,0,2,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,2,27,33,27 - 33 minutes,33562,160,4,2,958
Bus,None,None,5,25,0,0,10,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25,10,35,42,35 - 42 minutes,36685,160,4,3,958
Taxi,None,None,20,10,0,0,10,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,10,20,22,20 - 22 minutes,19865,160,5,1,959
Bus,Bus,Walk,10,10,10,10,2,2,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,4,34,38,34 - 38 minutes,16663,160,5,2,959
Bus,Bus,Walk,10,20,10,10,5,5,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,10,50,56,50 - 56 minutes,22527,160,5,3,959
Uber/Lyft,Walk,None,10,15,15,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,5,35,42,35 - 42 minutes,35460,160,6,1,960
Taxi,Bus,Walk,30,25,10,15,2,10,0,0.1,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,12,62,69,62 - 69 minutes,24969,160,6,2,960
Bus,Walk,Taxi,25,30,10,10,10,0,2,0.1,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,12,62,69,62 - 69 minutes,20197,160,6,3,960
Uber/Lyft,Walk,None,15,25,15,0,10,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,10,50,53,50 - 53 minutes,3813,161,1,1,961
Taxi,Walk,None,30,10,15,0,2,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,25,2,27,30,27 - 30 minutes,17129,161,1,2,961
Taxi,None,None,25,10,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,5,15,16,15 - 16 minutes,1799,161,1,3,961
Bus,None,None,5,10,0,0,2,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,2,12,15,12 - 15 minutes,33256,161,2,1,962
Taxi,None,None,25,20,0,0,5,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,5,25,28,25 - 28 minutes,18578,161,2,2,962
Walk,Bus,None,10,10,10,0,0,5,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,20,5,25,28,25 - 28 minutes,21294,161,2,3,962
Bus,Walk,None,5,25,15,0,5,0,0,0.05,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,5,45,48,45 - 48 minutes,2335,161,3,1,963
Taxi,None,None,20,30,0,0,5,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,5,35,39,35 - 39 minutes,18722,161,3,2,963
Bus,None,None,10,30,0,0,2,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,2,32,34,32 - 34 minutes,365,161,3,3,963
Taxi,Bus,None,30,25,20,0,2,2,0,0.2,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,45,4,49,59,49 - 59 minutes,34229,161,4,1,964
Taxi,None,None,10,25,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,5,30,32,30 - 32 minutes,1991,161,4,2,964
Uber/Lyft,Walk,None,10,25,10,0,5,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,5,40,44,40 - 44 minutes,18621,161,4,3,964
Bus,Walk,Bus,5,20,10,10,10,0,5,0.05,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,15,55,58,55 - 58 minutes,11769,161,5,1,965
Bus,Bus,None,10,30,15,0,2,2,0,0.2,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,45,4,49,59,49 - 59 minutes,33987,161,5,2,965
Walk,Bus,Uber/Lyft,30,10,20,20,0,10,10,0.05,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,50,20,70,74,70 - 74 minutes,16327,161,5,3,965
